variant,runs,rmse_ugm3_mean,rmse_ugm3_std,mae_ugm3_mean,mae_ugm3_std,smape_percent_mean,smape_percent_std,best_valid_loss_mean,best_valid_loss_std,training_seconds_mean,training_seconds_std,evaluation_inference_seconds_mean,evaluation_inference_seconds_std,alpha_mean,alpha_std,spatial_residual_rms_ratio_mean,spatial_residual_rms_ratio_std,gate_normalized_entropy_mean,gate_normalized_entropy_std,null_neighbor_weight_mean_mean,null_neighbor_weight_mean_std,gate_sample_std_mean_mean,gate_sample_std_mean_std,disable_spatial_rmse_ugm3_mean,disable_spatial_rmse_ugm3_std
degraded_patchtst_clean,3,23.77050272623698,0.2346154913342884,13.026534716288248,0.15885608146928923,22.27140744527181,1.878837064644921,0.10170350472132365,0.0020125212295473848,16.72396421733356,0.6344809439891449,0.008963912999509679,0.00031181212365008503,0.0,0.0,0.0,0.0,0.615665336449941,0.003698199699253444,0.1786841799815496,0.026617736051941294,0.06937459856271744,0.002687745021811548,23.77050272623698,0.2346154913342884
locked_st_clean,3,22.57714080810547,0.3332707115924617,12.688424746195475,0.1583419840625558,21.964989344278973,0.9064777940047827,0.0917554721236229,0.0027192577571200464,12.035790546666249,1.5589887513590392,0.017053082998851703,0.0071596716028279545,0.13563941419124603,0.007842902934524453,0.04465447843845483,0.0033939283032316733,0.6049497723579407,0.0057208915352570805,0.11216313640276591,0.021253662682662808,0.04615498582522074,0.0018747740700571372,23.77050272623698,0.2346154913342884
