variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,1,0.10064574331045151,7,610,7.32361551754323,4.423662177240006,11.589898613589716,1584
st_time,7001,1,0.10079149901866913,7,610,7.269721088600867,4.393546765500849,11.531001363762492,1584
st_rfft,7002,8,0.10798608511686325,14,610,6.680317791804455,4.086569634350863,11.011656994124802,1584
st_time,7002,5,0.10437991470098495,11,610,6.664450843690791,4.054065239549887,10.922488935337212,1584
st_rfft,7003,3,0.10196654498577118,9,610,6.867442752460593,4.199887777819778,11.190123546024457,1584
st_time,7003,1,0.10048286616802216,7,610,6.862525467449883,4.182988820653973,11.114774934614644,1584
st_rfft,7004,1,0.10022540390491486,7,610,6.967380319641102,4.309155825412635,11.653450562784084,1584
st_time,7004,1,0.10034032166004181,7,610,6.924649634464792,4.267535290332756,11.527844772688695,1584
st_rfft,7005,1,0.0999688133597374,7,610,6.909001646959455,4.161595393912961,11.14602855463693,1584
st_time,7005,1,0.10019274801015854,7,610,6.889179057930748,4.147126205039747,11.121114238172982,1584
