variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters
center_lstm_default,center_lstm,2049,completed,30,0.1014612466096878,6.400543611001922,0.017275596997933462,test,41301,41301,B,default,default,1,,predictions/center_lstm_default_seed2049.npz,0.08076257258653641,0.2841875658549058,0.13561993837356567,21.154767990112305,10.095474243164062,16.176410675048828,[9],"{""hidden_size"": 100}"
center_tcn_default,center_tcn,2047,completed,30,0.3781868815422058,216.91519969199726,0.6702342850039713,test,66676,66676,B,default,default,1,,predictions/center_tcn_default_seed2047.npz,0.23728299140930176,0.48711702024185294,0.30142462253570557,36.26072692871094,22.437881469726562,38.94504165649414,[9],"{""ks"": 7, ""layers"": [25, 25, 25, 25, 25, 25, 25, 25]}"
center_tcn_default,center_tcn,2048,completed,25,0.41009899973869324,209.65208321399405,0.321645570002147,test,66676,66676,B,default,default,1,,predictions/center_tcn_default_seed2048.npz,0.26784640550613403,0.5175387961362259,0.32564061880111694,38.525306701660156,24.240510940551758,39.75920104980469,[9],"{""ks"": 7, ""layers"": [25, 25, 25, 25, 25, 25, 25, 25]}"
center_tcn_default,center_tcn,2049,completed,30,0.31968045234680176,209.98698668999714,0.3270172330085188,test,66676,66676,B,default,default,1,,predictions/center_tcn_default_seed2049.npz,0.20316053926944733,0.45073333498804735,0.29101303219795227,33.552345275878906,21.66284942626953,35.80976867675781,[9],"{""ks"": 7, ""layers"": [25, 25, 25, 25, 25, 25, 25, 25]}"
plain_mix_patchtst_all_default,plain_mix_patchtst_all,2047,completed,4,0.6103550791740417,3.7355256270093378,0.026936445996398106,test,18055,18052,C,default,default,18,,predictions/plain_mix_patchtst_all_default_seed2047.npz,0.35348445177078247,0.5945455842664904,0.4589717388153076,44.25764846801758,34.16560363769531,56.77116012573242,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 72, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_all_default,plain_mix_patchtst_all,2048,completed,5,1.4566279649734497,3.7390673799964134,0.015887646994087845,test,18055,18052,C,default,default,18,,predictions/plain_mix_patchtst_all_default_seed2048.npz,0.6284210085868835,0.7927300981966583,0.542306661605835,59.01039123535156,40.36901092529297,58.53471755981445,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 72, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_all_default,plain_mix_patchtst_all,2049,completed,2,0.8401563167572021,2.7077000139979646,0.016090776000055484,test,18055,18052,C,default,default,18,,predictions/plain_mix_patchtst_all_default_seed2049.npz,0.45244836807250977,0.6726428235494004,0.5201054215431213,50.071163177490234,38.71636199951172,55.776458740234375,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 72, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,2047,completed,9,0.9771528840065002,5.222291836995282,0.026332009001635015,test,17671,17668,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed2047.npz,0.4566057622432709,0.6757261000163238,0.46288415789604187,50.30067825317383,34.456844329833984,50.528343200683594,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 72, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,2048,completed,12,0.44144800305366516,6.274250251997728,0.015851966993068345,test,17671,17668,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed2048.npz,0.917901873588562,0.9580719563730911,0.5578887462615967,71.31835174560547,41.5289306640625,53.426273345947266,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 72, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,2049,completed,6,0.6259386539459229,4.056320105999475,0.015992656000889838,test,17671,17668,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed2049.npz,1.3307491540908813,1.153581013232656,0.6939601898193359,85.87193298339844,51.658016204833984,63.49415588378906,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 72, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
patchtst_ci_all_default,patchtst_ci_all,2047,completed,29,0.10549354553222656,176.88238145700598,0.29634980599803384,test,17448,17445,C,default,default,18,,predictions/patchtst_ci_all_default_seed2047.npz,0.08464671671390533,0.29094108804688507,0.1469583660364151,21.657495498657227,10.939498901367188,17.904354095458984,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 18, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 72, ""stride"": 2}"
patchtst_ci_all_default,patchtst_ci_all,2048,completed,13,0.105461485683918,111.44389136499376,0.2959606029908173,test,17448,17445,C,default,default,18,,predictions/patchtst_ci_all_default_seed2048.npz,0.08446720242500305,0.2906324180558718,0.14506061375141144,21.634519577026367,10.798232078552246,17.673812866210938,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 18, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 72, ""stride"": 2}"
patchtst_ci_all_default,patchtst_ci_all,2049,completed,29,0.10244686156511307,175.76216597099847,0.2971365169942146,test,17448,17445,C,default,default,18,,predictions/patchtst_ci_all_default_seed2049.npz,0.08311361074447632,0.2882943127161483,0.14364488422870636,21.46047019958496,10.69284725189209,17.501279830932617,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 18, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 72, ""stride"": 2}"
patchtst_ci_top5_default,patchtst_ci_top5,2047,completed,18,0.1045193001627922,46.673098195999046,0.09027503700053785,test,17424,17421,C,default,default,6,,predictions/patchtst_ci_top5_default_seed2047.npz,0.08325248211622238,0.28853506219560626,0.14601735770702362,21.4783935546875,10.869453430175781,17.91592025756836,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 72, ""stride"": 2}"
patchtst_ci_top5_default,patchtst_ci_top5,2048,completed,30,0.10437473654747009,55.91703092701209,0.09055059700040147,test,17424,17421,C,default,default,6,,predictions/patchtst_ci_top5_default_seed2048.npz,0.08372845500707626,0.2893586960972078,0.1431966871023178,21.539703369140625,10.659482955932617,17.57341957092285,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 72, ""stride"": 2}"
patchtst_ci_top5_default,patchtst_ci_top5,2049,completed,18,0.10353328287601471,44.568888980997144,0.09045434099971317,test,17424,17421,C,default,default,6,,predictions/patchtst_ci_top5_default_seed2049.npz,0.08324875682592392,0.2885286065989366,0.14409582316875458,21.4779109954834,10.72641372680664,17.515029907226562,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 72, ""stride"": 2}"
multi_gru_default,multi_gru,2047,completed,30,0.09584736078977585,9.083415362998494,0.023042007989715785,test,36101,36101,C,default,default,18,,predictions/multi_gru_default_seed2047.npz,0.0727669820189476,0.26975355793566025,0.1412024348974228,20.08030891418457,10.511032104492188,18.002965927124023,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 100}"
multi_gru_default,multi_gru,2048,completed,26,0.09188196808099747,8.911885446999804,0.025022628004080616,test,36101,36101,C,default,default,18,,predictions/multi_gru_default_seed2048.npz,0.07080156356096268,0.266085632007748,0.13123123347759247,19.807268142700195,9.768780708312988,17.020355224609375,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 100}"
multi_gru_default,multi_gru,2049,completed,21,0.09246522188186646,8.067924185001175,0.02287920999515336,test,36101,36101,C,default,default,18,,predictions/multi_gru_default_seed2049.npz,0.07056586444377899,0.2656423619149984,0.13629670441150665,19.77427101135254,10.145852088928223,18.181598663330078,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 100}"
