arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,10,0.374796986579895,18,6.037841790002858,False,False,7ddc67ea7d7d8fcf54786a300cbb0678b29e6701757592c80ef0b25d200666d7
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,35,0.3629010021686554,40,7.101698190002935,True,True,7ddc67ea7d7d8fcf54786a300cbb0678b29e6701757592c80ef0b25d200666d7
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,17,0.3699832558631897,25,8.296858514000633,False,False,7ddc67ea7d7d8fcf54786a300cbb0678b29e6701757592c80ef0b25d200666d7
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,35,0.3555957078933716,40,7.135766222996608,True,True,7ddc67ea7d7d8fcf54786a300cbb0678b29e6701757592c80ef0b25d200666d7
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,20,0.36775168776512146,28,9.022657432997221,False,False,7ddc67ea7d7d8fcf54786a300cbb0678b29e6701757592c80ef0b25d200666d7
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,38,0.35415199398994446,40,7.1436001590009255,True,True,7ddc67ea7d7d8fcf54786a300cbb0678b29e6701757592c80ef0b25d200666d7
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,30,0.37642207741737366,38,12.2247385030023,False,False,7ddc67ea7d7d8fcf54786a300cbb0678b29e6701757592c80ef0b25d200666d7
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,33,0.3616834878921509,40,7.109608812999795,True,True,7ddc67ea7d7d8fcf54786a300cbb0678b29e6701757592c80ef0b25d200666d7
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,17,0.3696783185005188,25,7.978887460998521,False,False,7ddc67ea7d7d8fcf54786a300cbb0678b29e6701757592c80ef0b25d200666d7
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,29,0.3564605712890625,37,6.647375638000085,True,True,7ddc67ea7d7d8fcf54786a300cbb0678b29e6701757592c80ef0b25d200666d7
