variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,7,0.10474345088005066,1572,0.18192604184150696,0.42652789104759253,0.2445898950099945,31.70408821105957,18.180522918701172,30.303674697875977
st_time,2047,22,0.11423832923173904,1572,0.181844100356102,0.426431823807865,0.24419951438903809,31.696949005126953,18.151504516601562,30.801990509033203
st_rfft,2048,23,0.11691877990961075,1572,0.18075670301914215,0.4251549164941435,0.23846034705638885,31.602035522460938,17.72490882873535,29.69782066345215
st_time,2048,25,0.11410605907440186,1572,0.17998667061328888,0.42424835958821205,0.23828108608722687,31.534650802612305,17.711584091186523,29.73687744140625
st_rfft,2049,24,0.11501029133796692,1572,0.18390075862407684,0.42883651736305856,0.24291183054447174,31.87569236755371,18.055789947509766,29.191020965576172
st_time,2049,29,0.12033861130475998,1572,0.18314319849014282,0.4279523320302657,0.24240806698799133,31.809968948364258,18.01834487915039,29.40323257446289
st_rfft,2050,13,0.1105928122997284,1572,0.18584583699703217,0.43109840755566725,0.2419520914554596,32.043819427490234,17.984453201293945,29.46118927001953
st_time,2050,30,0.11573893576860428,1572,0.18538132309913635,0.43055931426359406,0.24223008751869202,32.003746032714844,18.005115509033203,29.74895477294922
st_rfft,2051,30,0.13184329867362976,1572,0.18324816226959229,0.42807494936003004,0.23956501483917236,31.819080352783203,17.807018280029297,28.526580810546875
st_time,2051,29,0.12895695865154266,1572,0.18112406134605408,0.42558672599841985,0.23783551156520844,31.634130477905273,17.678464889526367,28.680273056030273
