variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,30,0.12255353480577469,610,0.08562839776277542,0.29262330351968796,0.15021120011806488,21.751195907592773,11.165457725524902,19.95125961303711
st_time,2047,30,0.12418209761381149,610,0.0853503942489624,0.29214789790269313,0.15043461322784424,21.715856552124023,11.182065963745117,20.13585662841797
st_rfft,2048,30,0.12073630839586258,610,0.08258127421140671,0.2873695777416369,0.14822827279567719,21.360675811767578,11.018064498901367,19.705413818359375
st_time,2048,27,0.12093888223171234,610,0.0822926014661789,0.2868668706319691,0.15007100999355316,21.32330894470215,11.155038833618164,20.655174255371094
st_rfft,2049,30,0.12640580534934998,610,0.08464667201042175,0.2909410112212126,0.1511082798242569,21.626148223876953,11.232138633728027,20.160409927368164
st_time,2049,30,0.12396357208490372,610,0.08384857326745987,0.2895661811528754,0.15098725259304047,21.523954391479492,11.223142623901367,20.49275779724121
st_rfft,2050,28,0.11521439254283905,610,0.0848727747797966,0.2913293235838037,0.14866028726100922,21.655012130737305,11.050175666809082,19.896928787231445
st_time,2050,28,0.11094391345977783,610,0.08419588208198547,0.2901652668428554,0.14882957935333252,21.568485260009766,11.062759399414062,20.293848037719727
st_rfft,2051,9,0.10929115861654282,610,0.08335532248020172,0.2887132184022784,0.14576968550682068,21.460552215576172,10.835312843322754,19.572355270385742
st_time,2051,27,0.1227954775094986,610,0.08313648402690887,0.28833398000740196,0.14587439596652985,21.432363510131836,10.843095779418945,19.879642486572266
