epoch,train_loss,valid_loss,learning_rate
1,0.23782180376162027,0.19504420459270477,0.001
2,0.14694889889373608,0.19802521169185638,0.001
3,0.12045111017741829,0.16346879303455353,0.001
4,0.12096651314178258,0.17885014414787292,0.001
5,0.11103265561705618,0.22637493908405304,0.001
6,0.10856280245453435,0.1729905903339386,0.001
7,0.10917404245033872,0.2227540910243988,0.0005
8,0.10243336828463602,0.18150271475315094,0.0005
9,0.09009142524866617,0.15730123221874237,0.0005
10,0.09532719169083133,0.14927734434604645,0.0005
11,0.09375353277533735,0.18441903591156006,0.0005
12,0.0971175915451198,0.16504926979541779,0.0005
13,0.0957496184797825,0.16476276516914368,0.0005
14,0.09599805582719852,0.14304840564727783,0.0005
15,0.08850612857867145,0.17239610850811005,0.0005
16,0.08727412610783113,0.1565428078174591,0.0005
17,0.08922632737717273,0.17244042456150055,0.0005
18,0.0831143723875406,0.15216730535030365,0.00025
19,0.08530688346260801,0.14431734383106232,0.00025
20,0.08487731704971192,0.1616821438074112,0.00025
21,0.08431366332734304,0.1560523509979248,0.00025
22,0.08481919752191737,0.1658397912979126,0.000125
