variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,29,0.12452973425388336,1572,0.1861533671617508,0.4314549422150021,0.24237823486328125,32.07032012939453,18.016130447387695,30.46116828918457
st_time,2047,29,0.1230723038315773,1572,0.18526223301887512,0.4304209950953544,0.24215392768383026,31.993465423583984,17.999454498291016,30.602493286132812
st_rfft,2048,7,0.10403778403997421,1572,0.18451999127864838,0.42955790212571854,0.24424198269844055,31.929311752319336,18.1546630859375,30.795583724975586
st_time,2048,30,0.1248549148440361,1572,0.18305188417434692,0.4278456312437313,0.24151283502578735,31.80203628540039,17.951801300048828,30.36564064025879
st_rfft,2049,11,0.11105325818061829,1572,0.18960334360599518,0.43543466054736063,0.246429443359375,32.36613464355469,18.317256927490234,29.553253173828125
st_time,2049,29,0.1250024437904358,1572,0.18806755542755127,0.4336675632642488,0.24495074152946472,32.23478698730469,18.20734214782715,29.574499130249023
st_rfft,2050,20,0.11883770674467087,1572,0.18145903944969177,0.4259800927856744,0.23957940936088562,31.66337013244629,17.808086395263672,28.52676010131836
st_time,2050,20,0.11373258382081985,1572,0.18150366842746735,0.42603247344242123,0.24045804142951965,31.667264938354492,17.87339973449707,28.78014373779297
st_rfft,2051,18,0.11670609563589096,1572,0.18357928097248077,0.4284615279957826,0.23778420686721802,31.84781837463379,17.674650192260742,28.548189163208008
st_time,2051,21,0.1116844192147255,1572,0.1834723800420761,0.4283367600872894,0.2387446016073227,31.83854103088379,17.74603843688965,28.823453903198242
