epoch,train_loss,valid_loss
1,0.06157580046813087,0.08781391382217407
2,0.06136390557481904,0.08733072131872177
3,0.06124929121815332,0.0872049480676651
4,0.06115760873056481,0.08655925840139389
5,0.06103738491783048,0.08619648218154907
6,0.06095061843643094,0.08599725365638733
7,0.060910406494789786,0.08551856875419617
8,0.06078639826168715,0.08496458828449249
9,0.060735515792771144,0.08476139605045319
10,0.0606859825035133,0.0853753387928009
11,0.06064894310269419,0.08470922708511353
12,0.06060140340438377,0.0840633288025856
13,0.060597140708378835,0.08448886126279831
14,0.060481018718123045,0.08404992520809174
15,0.06045017990932213,0.08404278010129929
16,0.06036515517203328,0.08430147171020508
17,0.06033005666467223,0.083514504134655
18,0.0602758585964099,0.08352209627628326
19,0.0601801405989691,0.08408452570438385
20,0.060184256442309216,0.08382047712802887
21,0.060112616001772805,0.08323132246732712
22,0.06007486222551601,0.08259601145982742
23,0.05999348067706174,0.08329081535339355
24,0.05995866754660906,0.08300861716270447
25,0.059952086972521475,0.08349405974149704
26,0.05994109753826664,0.08266321569681168
27,0.05983422302914531,0.08272665739059448
28,0.05982138497552069,0.08304652571678162
