task,seed,variant,variable,lag,horizon_step,mean_weight,std_weight
24h_1h,2060,F01,humidity_clean,3,1,0.0015012212097644806,0.000861026463098824
24h_1h,2060,F01,humidity_clean,6,1,0.0069649480283260345,0.002764861099421978
24h_1h,2060,F01,humidity_clean,12,1,0.0018433484947308898,0.0006379764527082443
24h_1h,2060,F11,NO2,0,1,0.2169947475194931,0.02385694533586502
24h_1h,2060,F11,NO2,1,1,0.14497630298137665,0.11995231360197067
24h_1h,2060,F11,NO2,2,1,0.020829258486628532,0.007650231011211872
24h_1h,2060,F11,NO2,3,1,0.024726876989006996,0.009027814492583275
24h_1h,2060,F11,NO2,6,1,0.11443987488746643,0.03786086663603783
24h_1h,2060,F11,NO2,12,1,0.03173775598406792,0.0054171024821698666
24h_1h,2060,F11,CO,0,1,0.016695259138941765,0.009152822196483612
24h_1h,2060,F11,CO,1,1,0.00684148957952857,0.002251682337373495
24h_1h,2060,F11,CO,2,1,0.0016747453482821584,0.0008597311680205166
24h_1h,2060,F11,CO,3,1,0.001685973722487688,0.0008454547496512532
24h_1h,2060,F11,CO,6,1,0.009192343801259995,0.0051113879308104515
24h_1h,2060,F11,CO,12,1,0.0022938307374715805,0.0011126380413770676
24h_1h,2060,F11,O3,0,1,0.03337021917104721,0.008564776740968227
24h_1h,2060,F11,O3,1,1,0.02370375208556652,0.021912015974521637
24h_1h,2060,F11,O3,2,1,0.0032969119492918253,0.0016564329853281379
24h_1h,2060,F11,O3,3,1,0.004034139681607485,0.0019971225410699844
24h_1h,2060,F11,O3,6,1,0.017269345000386238,0.003775675082579255
24h_1h,2060,F11,O3,12,1,0.005142228677868843,0.0014373402809724212
24h_1h,2060,F11,SO2,0,1,0.02738422155380249,0.013169517740607262
24h_1h,2060,F11,SO2,1,1,0.016272051259875298,0.010308192111551762
24h_1h,2060,F11,SO2,2,1,0.002874847734346986,0.0021727518178522587
24h_1h,2060,F11,SO2,3,1,0.0033280018251389265,0.002416925970464945
24h_1h,2060,F11,SO2,6,1,0.01323146652430296,0.0050465427339077
24h_1h,2060,F11,SO2,12,1,0.003710035467520356,0.0014786345418542624
24h_1h,2060,F11,temperature,0,1,0.02082064189016819,0.012965221889317036
24h_1h,2060,F11,temperature,1,1,0.0084819495677948,0.0019100380595773458
24h_1h,2060,F11,temperature,2,1,0.0021171646658331156,0.001207589404657483
24h_1h,2060,F11,temperature,3,1,0.0021242129150778055,0.001081780414097011
24h_1h,2060,F11,temperature,6,1,0.012069369666278362,0.007270428817719221
24h_1h,2060,F11,temperature,12,1,0.003235681913793087,0.0016969414427876472
24h_1h,2060,F11,pressure_hPa_fixed,0,1,0.07249242067337036,0.03614512458443642
24h_1h,2060,F11,pressure_hPa_fixed,1,1,0.032545555382966995,0.006435018498450518
24h_1h,2060,F11,pressure_hPa_fixed,2,1,0.007221598643809557,0.0033147612120956182
24h_1h,2060,F11,pressure_hPa_fixed,3,1,0.007408299949020147,0.0028154514729976654
24h_1h,2060,F11,pressure_hPa_fixed,6,1,0.04301958903670311,0.02519482932984829
24h_1h,2060,F11,pressure_hPa_fixed,12,1,0.01117075514048338,0.005326082464307547
24h_1h,2060,F11,humidity_clean,0,1,0.013118396513164043,0.004533559549599886
24h_1h,2060,F11,humidity_clean,1,1,0.006781960371881723,0.0023765689693391323
24h_1h,2060,F11,humidity_clean,2,1,0.0013772425008937716,0.0008032433688640594
24h_1h,2060,F11,humidity_clean,3,1,0.0015012212097644806,0.000861026463098824
24h_1h,2060,F11,humidity_clean,6,1,0.0069649480283260345,0.002764861099421978
24h_1h,2060,F11,humidity_clean,12,1,0.0018433484947308898,0.0006379764527082443
24h_1h,2060,B1,NO2,0,1,0.2223212569952011,0.023578403517603874
24h_1h,2060,B1,NO2,1,1,0.14882755279541016,0.12363249063491821
24h_1h,2060,B1,NO2,2,1,0.021210039034485817,0.007617454510182142
24h_1h,2060,B1,NO2,3,1,0.02519114874303341,0.009135128930211067
24h_1h,2060,B1,NO2,6,1,0.11603859812021255,0.03891725465655327
24h_1h,2060,B1,NO2,12,1,0.032016608864068985,0.00566151412203908
24h_1h,2060,B1,CO,0,1,0.01578694023191929,0.00815133098512888
24h_1h,2060,B1,CO,1,1,0.006612770725041628,0.0021893957164138556
24h_1h,2060,B1,CO,2,1,0.0016158632934093475,0.0008419693913310766
24h_1h,2060,B1,CO,3,1,0.001645082258619368,0.0008516582893207669
24h_1h,2060,B1,CO,6,1,0.008905880153179169,0.004806822165846825
24h_1h,2060,B1,CO,12,1,0.002273357706144452,0.0010835094144567847
24h_1h,2060,B1,O3,0,1,0.03974418342113495,0.011340982280671597
24h_1h,2060,B1,O3,1,1,0.025545978918671608,0.019465573132038116
24h_1h,2060,B1,O3,2,1,0.003947053104639053,0.002158751478418708
24h_1h,2060,B1,O3,3,1,0.0046436963602900505,0.0024200694169849157
24h_1h,2060,B1,O3,6,1,0.019726065918803215,0.005182358901947737
24h_1h,2060,B1,O3,12,1,0.00555527163669467,0.0011145700700581074
24h_1h,2060,B1,SO2,0,1,0.02514481730759144,0.012638003565371037
24h_1h,2060,B1,SO2,1,1,0.01513265073299408,0.010068392381072044
24h_1h,2060,B1,SO2,2,1,0.0026520637329667807,0.0020541248377412558
24h_1h,2060,B1,SO2,3,1,0.003083637682721019,0.0022649280726909637
24h_1h,2060,B1,SO2,6,1,0.012175626121461391,0.004744544159621
24h_1h,2060,B1,SO2,12,1,0.0034676564391702414,0.0014447243884205818
24h_1h,2060,B1,temperature,0,1,0.029337316751480103,0.01860754005610943
24h_1h,2060,B1,temperature,1,1,0.011676204390823841,0.003084765514358878
24h_1h,2060,B1,temperature,2,1,0.0029238152783364058,0.0016802872996777296
24h_1h,2060,B1,temperature,3,1,0.0029034018516540527,0.0015463033923879266
24h_1h,2060,B1,temperature,6,1,0.015825597569346428,0.00919135008007288
24h_1h,2060,B1,temperature,12,1,0.004062948282808065,0.0021065438631922007
24h_1h,2060,B1,pressure_hPa_fixed,0,1,0.05819246545433998,0.03304943069815636
24h_1h,2060,B1,pressure_hPa_fixed,1,1,0.025125598534941673,0.005928949918597937
24h_1h,2060,B1,pressure_hPa_fixed,2,1,0.00562245910987258,0.0026051364839076996
24h_1h,2060,B1,pressure_hPa_fixed,3,1,0.005695700645446777,0.0022568809799849987
24h_1h,2060,B1,pressure_hPa_fixed,6,1,0.03323573246598244,0.020659634843468666
24h_1h,2060,B1,pressure_hPa_fixed,12,1,0.008368000388145447,0.004316660109907389
24h_1h,2060,B1,humidity_clean,0,1,0.013924728147685528,0.004534146748483181
24h_1h,2060,B1,humidity_clean,1,1,0.007404348347336054,0.002767537720501423
24h_1h,2060,B1,humidity_clean,2,1,0.0014523552963510156,0.0008220584713853896
24h_1h,2060,B1,humidity_clean,3,1,0.0016104858368635178,0.0009022019803524017
24h_1h,2060,B1,humidity_clean,6,1,0.007384241092950106,0.002744586206972599
24h_1h,2060,B1,humidity_clean,12,1,0.0019907739479094744,0.0006280649686232209
24h_1h,2060,B2,NO2,0,1,0.21525008976459503,0.020048385486006737
24h_1h,2060,B2,NO2,1,1,0.1451174020767212,0.12069211155176163
24h_1h,2060,B2,NO2,2,1,0.020798930898308754,0.007369793485850096
24h_1h,2060,B2,NO2,3,1,0.024781018495559692,0.008699933998286724
24h_1h,2060,B2,NO2,6,1,0.11628293991088867,0.03542323783040047
24h_1h,2060,B2,NO2,12,1,0.03273061290383339,0.0051154932007193565
24h_1h,2060,B2,CO,0,1,0.01655074767768383,0.009001419879496098
24h_1h,2060,B2,CO,1,1,0.006836172193288803,0.002222841838374734
24h_1h,2060,B2,CO,2,1,0.0016989541472867131,0.0008801980875432491
24h_1h,2060,B2,CO,3,1,0.0017113365465775132,0.0008389390422962606
24h_1h,2060,B2,CO,6,1,0.009796355850994587,0.005687154363840818
24h_1h,2060,B2,CO,12,1,0.0025560057256370783,0.0012544420314952731
24h_1h,2060,B2,O3,0,1,0.03306695446372032,0.00806410051882267
24h_1h,2060,B2,O3,1,1,0.023594683036208153,0.022087477147579193
24h_1h,2060,B2,O3,2,1,0.0032446763943880796,0.001597269787453115
24h_1h,2060,B2,O3,3,1,0.0039686476811766624,0.0019117179326713085
24h_1h,2060,B2,O3,6,1,0.01691894419491291,0.0035604273434728384
24h_1h,2060,B2,O3,12,1,0.004959274549037218,0.0011010975576937199
24h_1h,2060,B2,SO2,0,1,0.02707519195973873,0.012666490860283375
24h_1h,2060,B2,SO2,1,1,0.01629561372101307,0.010374483652412891
24h_1h,2060,B2,SO2,2,1,0.002894534030929208,0.0021304164547473192
24h_1h,2060,B2,SO2,3,1,0.003373941406607628,0.002358946716412902
24h_1h,2060,B2,SO2,6,1,0.01389980223029852,0.005376610904932022
24h_1h,2060,B2,SO2,12,1,0.004105575382709503,0.0019419448217377067
24h_1h,2060,B2,temperature,0,1,0.020597560331225395,0.012665707617998123
24h_1h,2060,B2,temperature,1,1,0.008397924713790417,0.0018763724947348237
24h_1h,2060,B2,temperature,2,1,0.0020901523530483246,0.0011896793730556965
24h_1h,2060,B2,temperature,3,1,0.002083672909066081,0.0010449381079524755
24h_1h,2060,B2,temperature,6,1,0.011818560771644115,0.00716387340798974
24h_1h,2060,B2,temperature,12,1,0.0031096376478672028,0.0016131594311445951
24h_1h,2060,B2,pressure_hPa_fixed,0,1,0.07189536839723587,0.03559684008359909
24h_1h,2060,B2,pressure_hPa_fixed,1,1,0.03243611380457878,0.006689182948321104
24h_1h,2060,B2,pressure_hPa_fixed,2,1,0.007147176656872034,0.003219238482415676
24h_1h,2060,B2,pressure_hPa_fixed,3,1,0.0073520466685295105,0.002808497752994299
24h_1h,2060,B2,pressure_hPa_fixed,6,1,0.04250212013721466,0.024379916489124298
24h_1h,2060,B2,pressure_hPa_fixed,12,1,0.011057293973863125,0.0050079552456736565
24h_1h,2060,B2,humidity_clean,0,1,0.013007752597332,0.00445585697889328
24h_1h,2060,B2,humidity_clean,1,1,0.00684193754568696,0.0025079192128032446
24h_1h,2060,B2,humidity_clean,2,1,0.001384411589242518,0.000796311825979501
24h_1h,2060,B2,humidity_clean,3,1,0.0015356751391664147,0.0008965954184532166
24h_1h,2060,B2,humidity_clean,6,1,0.007218522485345602,0.0027652231510728598
24h_1h,2060,B2,humidity_clean,12,1,0.0020156754180788994,0.0007625921862199903
24h_1h,2060,B3,NO2,0,1,0.02380952425301075,0.0
24h_1h,2060,B3,NO2,1,1,0.02380952425301075,0.0
24h_1h,2060,B3,NO2,2,1,0.02380952425301075,0.0
24h_1h,2060,B3,NO2,3,1,0.02380952425301075,0.0
24h_1h,2060,B3,NO2,6,1,0.02380952425301075,0.0
24h_1h,2060,B3,NO2,12,1,0.02380952425301075,0.0
24h_1h,2060,B3,CO,0,1,0.02380952425301075,0.0
24h_1h,2060,B3,CO,1,1,0.02380952425301075,0.0
24h_1h,2060,B3,CO,2,1,0.02380952425301075,0.0
24h_1h,2060,B3,CO,3,1,0.02380952425301075,0.0
24h_1h,2060,B3,CO,6,1,0.02380952425301075,0.0
24h_1h,2060,B3,CO,12,1,0.02380952425301075,0.0
24h_1h,2060,B3,O3,0,1,0.02380952425301075,0.0
24h_1h,2060,B3,O3,1,1,0.02380952425301075,0.0
24h_1h,2060,B3,O3,2,1,0.02380952425301075,0.0
24h_1h,2060,B3,O3,3,1,0.02380952425301075,0.0
24h_1h,2060,B3,O3,6,1,0.02380952425301075,0.0
24h_1h,2060,B3,O3,12,1,0.02380952425301075,0.0
24h_1h,2060,B3,SO2,0,1,0.02380952425301075,0.0
24h_1h,2060,B3,SO2,1,1,0.02380952425301075,0.0
24h_1h,2060,B3,SO2,2,1,0.02380952425301075,0.0
24h_1h,2060,B3,SO2,3,1,0.02380952425301075,0.0
24h_1h,2060,B3,SO2,6,1,0.02380952425301075,0.0
24h_1h,2060,B3,SO2,12,1,0.02380952425301075,0.0
24h_1h,2060,B3,temperature,0,1,0.02380952425301075,0.0
24h_1h,2060,B3,temperature,1,1,0.02380952425301075,0.0
24h_1h,2060,B3,temperature,2,1,0.02380952425301075,0.0
24h_1h,2060,B3,temperature,3,1,0.02380952425301075,0.0
24h_1h,2060,B3,temperature,6,1,0.02380952425301075,0.0
24h_1h,2060,B3,temperature,12,1,0.02380952425301075,0.0
24h_1h,2060,B3,pressure_hPa_fixed,0,1,0.02380952425301075,0.0
24h_1h,2060,B3,pressure_hPa_fixed,1,1,0.02380952425301075,0.0
24h_1h,2060,B3,pressure_hPa_fixed,2,1,0.02380952425301075,0.0
24h_1h,2060,B3,pressure_hPa_fixed,3,1,0.02380952425301075,0.0
24h_1h,2060,B3,pressure_hPa_fixed,6,1,0.02380952425301075,0.0
24h_1h,2060,B3,pressure_hPa_fixed,12,1,0.02380952425301075,0.0
24h_1h,2060,B3,humidity_clean,0,1,0.02380952425301075,0.0
24h_1h,2060,B3,humidity_clean,1,1,0.02380952425301075,0.0
24h_1h,2060,B3,humidity_clean,2,1,0.02380952425301075,0.0
24h_1h,2060,B3,humidity_clean,3,1,0.02380952425301075,0.0
24h_1h,2060,B3,humidity_clean,6,1,0.02380952425301075,0.0
24h_1h,2060,B3,humidity_clean,12,1,0.02380952425301075,0.0
