history,horizon,station,seed,quantile_bin,count,base_smape_percent,spatial_smape_percent,smape_change_percent_points,base_rmse,spatial_rmse,base_mae,spatial_mae
24,1,9033,7002,1,271,29.190480468801063,27.366775684390582,-1.8237047844104808,13.92878862158348,13.553547736380164,4.996312349044969,4.602541328796161
24,1,9033,7002,2,404,16.01465285309337,14.103760945671038,-1.9108919074223323,5.110095779414645,4.2578277419069455,3.751532512136025,3.2509467058842727
24,1,9033,7002,3,481,12.243778119869523,10.982858740134322,-1.260919379735201,5.906135719719769,4.909373407342665,4.172421124273923,3.678777214890954
24,1,9033,7002,4,350,12.438238715240844,11.68591932343118,-0.7523193918096638,8.513597471911071,7.529614060336516,6.164658006940569,5.6884422138759065
24,1,9033,7002,5,222,14.617805228844508,13.79538920356107,-0.822416025283438,20.181969352572246,19.16899572752474,12.229866706573212,11.561734869673446
24,1,9033,7003,1,271,27.821096733934475,26.96712397169801,-0.8539727622364666,13.715619096178681,13.334306991485532,4.832588392870012,4.663611866011391
24,1,9033,7003,2,404,16.14474695172495,14.331469400904458,-1.8132775508204926,5.061994113461182,4.408026920174335,3.74472173369757,3.35211446969816
24,1,9033,7003,3,481,12.198431959446536,10.902603602011549,-1.2958283574349867,5.8582499379639055,5.043433485939177,4.140168263362004,3.702142184092944
24,1,9033,7003,4,350,12.560702873288253,11.347773677429982,-1.2129291958582709,8.578690957223163,7.619397123144528,6.1716162272862025,5.551868024553571
24,1,9033,7003,5,222,15.104324235827752,14.134365827659185,-0.9699584081685675,20.78204724377409,19.857106999629657,12.623824446050971,11.902513546986622
24,1,9033,7004,1,271,28.126649047313567,28.09995798966739,-0.02669105764617541,13.552594056106932,13.275649902018968,4.8037681438826105,4.74546123518715
24,1,9033,7004,2,404,15.8581682681948,13.92964630320802,-1.9285219649867802,4.991522949913845,4.258665271524493,3.6680503788560923,3.245258647616547
24,1,9033,7004,3,481,12.2182280961821,10.739867423205023,-1.478360672977077,5.7769616768759775,4.789114363267419,4.126694280739386,3.6134664412595625
24,1,9033,7004,4,350,12.530508027001863,11.55930740832911,-0.9712006186727535,8.494719966676142,7.475410161594634,6.152731786455427,5.620797075544085
24,1,9033,7004,5,222,14.806480336282519,13.659692445976097,-1.1467878903064221,19.8616065029948,18.66500014217552,12.33825666410429,11.464909244228053
24,1,9033,7005,1,271,28.017479618073853,26.350990344605624,-1.6664892734682297,13.748115907119926,13.28038445737851,4.683939705035783,4.454084157063952
24,1,9033,7005,2,404,16.03076374895981,14.35526243863881,-1.6755013103209997,4.971056393718673,4.277596487054809,3.650159519497711,3.2795411808655994
24,1,9033,7005,3,481,12.252662240788998,11.07909456381214,-1.1735676769768588,5.606346905627186,4.785724368269273,4.0628420617625025,3.6675972254509244
