history,horizon,station,seed,block,base_rmse,base_mae,base_smape_percent,spatial_rmse,spatial_mae,spatial_smape_percent,rmse_reduction_percent
24,1,9020,7004,5,6.681678753852114,4.445660073416573,12.44110510561488,6.52737324525359,4.442017865862165,12.376743580039815,2.3093823316417907
24,1,9020,7005,1,5.44443101228448,4.03519698676713,18.856333374580846,5.374286774265678,4.119338032667061,20.768172700849068,1.288366734017436
24,1,9020,7005,2,6.867313417071828,4.4773538377549915,22.49975502698292,7.075675426554895,4.915841540040454,24.88691485289056,-3.034112422553607
24,1,9020,7005,3,6.157103185239549,4.690691435677665,18.097774617811837,5.991553263831224,4.612628707885742,17.529392243374996,2.688763147663315
24,1,9020,7005,4,5.516630727663926,3.927966194152832,20.04219351719028,5.311115767384613,3.9016275242396765,20.60516528392783,3.7253709813986475
24,1,9020,7005,5,6.812675280812152,4.56102470942906,13.057049191230355,6.5857686696531035,4.453406491960798,12.45271202416151,3.3306535510085014
24,1,9026,7001,1,8.623585417337466,4.6047274854934175,13.794251506443631,8.674460051446655,4.632225526582211,13.750141195846819,-0.5899475873098747
24,1,9026,7001,2,6.813199673744864,4.094065201588166,21.494050252811096,6.73460741736522,4.12793300226543,21.314788906113126,1.1535293275273417
24,1,9026,7001,3,10.311065141318293,5.285517986842565,14.228153641501768,10.177953587330476,5.348606267656598,14.639753805020566,1.2909583264527638
24,1,9026,7001,4,6.466621188348709,4.227885960170201,15.414679655316647,6.344256445870584,4.2223567853655135,16.08478074238538,1.8922515934379625
24,1,9026,7001,5,6.977002556544733,4.5639601298740935,11.528836306856666,6.949099350888514,4.518678169250489,11.321874423947275,0.39993113704744293
24,1,9026,7002,1,8.567046537364243,4.688509675705469,13.919892235596585,8.579444043227229,4.6841984903411396,13.912608516492003,-0.144711550344858
24,1,9026,7002,2,6.7459533492426305,4.054604440672785,21.932573218161366,6.664517003421876,4.070944946376007,20.38545577935588,1.2071880964000024
24,1,9026,7002,3,10.09779610672951,5.307190420968192,14.32335572164842,9.953550132849374,5.353914745875767,14.777614082482268,1.4284896660173703
24,1,9026,7002,4,6.50067896702105,4.301356239318848,16.20322907424855,6.397494012715712,4.312900129045759,16.720729464233177,1.5872950322391064
24,1,9026,7002,5,7.044667531056612,4.643509603227888,11.630545395024837,7.030586515100982,4.596520047869001,11.496005786576628,0.19988190916822077
24,1,9026,7003,1,8.739200498090684,4.722648655602692,13.830996961003034,8.774444324785058,4.766160241689886,13.918567876492482,-0.40328433593066804
24,1,9026,7003,2,6.7550970311262555,4.071444986892222,21.507812253400445,6.695742376748432,4.085734054913209,20.68544432108236,0.8786647194604076
24,1,9026,7003,3,10.03184650780954,5.358007463727678,14.439170240991386,9.881025247796511,5.399353278023856,14.904258925424557,1.503424717429817
24,1,9026,7003,4,6.433678513715016,4.251529426574707,16.03938530799866,6.343822305528135,4.263740959167481,16.494250281835367,1.396653687238645
24,1,9026,7003,5,6.986307567189338,4.5846926171439035,11.54438535813756,6.99808538730663,4.573772424970354,11.482005816394393,-0.1685843344860083
24,1,9026,7004,1,8.633511083237192,4.704749518578206,13.858504454236803,8.621690615452135,4.67788115335167,13.793373993785352,0.13691379638126222
24,1,9026,7004,2,6.796436341269143,4.114035560194923,20.92331460037217,6.728984786282738,4.093056214161408,20.71652258026958,0.992454745391007
