epoch,train_loss,valid_loss,learning_rate
1,1.1712879366202211,0.9735352993011475,0.001
2,1.0096565229810075,0.9551810622215271,0.001
3,0.9772494899347871,0.9405722618103027,0.001
4,0.9670915119939282,0.9393764138221741,0.001
5,0.9519474379184149,0.9405900835990906,0.001
6,0.9451972143853083,0.9409215450286865,0.001
7,0.9461441784344792,0.9394375681877136,0.001
8,0.9349010411596025,0.940923810005188,0.0005
9,0.9246842222998576,0.9378576874732971,0.0005
10,0.9158751099890469,0.9407569766044617,0.0005
11,0.9121964122662437,0.9368857145309448,0.0005
12,0.914080828097243,0.9392163753509521,0.0005
13,0.9097130370838239,0.9422059059143066,0.0005
14,0.9075904572824564,0.9410272836685181,0.0005
15,0.9047946292757787,0.9442220330238342,0.00025
16,0.8952347397683887,0.9406337141990662,0.00025
17,0.8922910830542039,0.941312313079834,0.00025
18,0.8964786075333961,0.9427974224090576,0.00025
19,0.8956295385259605,0.9436357617378235,0.000125
