epoch,train_loss,valid_loss,learning_rate
1,1.3032870625695248,1.1660106182098389,0.001
2,1.1358655121381818,1.1316025257110596,0.001
3,1.0883057277959352,1.1103215217590332,0.001
4,1.074509368806285,1.1070880889892578,0.001
5,1.0584678898672992,1.0957731008529663,0.001
6,1.0421681147920125,1.0806809663772583,0.001
7,1.0298155464334786,1.0858008861541748,0.001
8,1.0221356907824963,1.0727567672729492,0.001
9,1.0060205293480133,1.0715932846069336,0.001
10,0.9994604274184163,1.0555928945541382,0.001
11,0.9836036102493296,1.0577337741851807,0.001
12,0.9766328242723086,1.0597070455551147,0.001
13,0.9671313168223319,1.055400013923645,0.001
14,0.9611517104064122,1.0435657501220703,0.001
15,0.9489228392802919,1.0573596954345703,0.001
16,0.9422866030599645,1.05460524559021,0.001
17,0.9354722777106311,1.0432895421981812,0.001
18,0.9282795253605683,1.038250207901001,0.001
19,0.9190570999780756,1.046836018562317,0.001
20,0.9174492200269156,1.0438084602355957,0.001
21,0.910330886513406,1.0464184284210205,0.001
22,0.9059309230754369,1.0346142053604126,0.001
23,0.8957225465686263,1.0332552194595337,0.001
24,0.8895184692410418,1.047860026359558,0.001
25,0.8872908845729436,1.0374430418014526,0.001
26,0.8782345131165008,1.0336132049560547,0.001
27,0.876854351737691,1.0303268432617188,0.001
28,0.8685994460822677,1.035335898399353,0.001
29,0.8634922091144779,1.0469629764556885,0.001
30,0.8589276615636833,1.0275719165802002,0.001
31,0.8578073081846632,1.0295829772949219,0.001
32,0.8518868354746325,1.0336568355560303,0.001
33,0.849835793846025,1.0331153869628906,0.001
34,0.8424562405392362,1.0335599184036255,0.0005
35,0.8316887498744526,1.018462061882019,0.0005
36,0.8290331012389749,1.0216017961502075,0.0005
37,0.8243523477625261,1.022626280784607,0.0005
38,0.8204033536487298,1.0148738622665405,0.0005
39,0.8200811104154956,1.019315481185913,0.0005
40,0.8093497455421019,1.0333855152130127,0.0005
