variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,20,0.12258382141590118,26,5901,14.620471273326897,10.346719260508127,38.03459706716988,20028
st_time,7001,10,0.11043166369199753,16,5901,14.613806590749915,10.306649277875445,37.85348905413956,20028
st_rfft,7002,3,0.10288365185260773,9,5901,14.609744426058967,10.324601825944958,38.00898004243022,20028
st_time,7002,11,0.10757531970739365,17,5901,14.523015551292122,10.232271109794889,37.61592330797518,20028
st_rfft,7003,2,0.10170844197273254,8,5901,14.565715666574434,10.234466358742505,37.883438933640484,20028
st_time,7003,1,0.10072986036539078,7,5901,14.566800579708376,10.230148793028718,37.842811951988956,20028
st_rfft,7004,18,0.11983030289411545,24,5901,14.57392210871568,10.332365291428609,38.08957494807627,20028
st_time,7004,6,0.10599751770496368,12,5901,14.588251607125757,10.323307477811246,38.05495008618767,20028
st_rfft,7005,4,0.10346716642379761,10,5901,14.557293428364792,10.309342621566532,38.07297756861533,20028
st_time,7005,1,0.10075920075178146,7,5901,14.58486275655252,10.306368986956011,38.02588947301332,20028
