epoch,train_loss,valid_loss
1,0.5339271417068135,1.0377981662750244
2,0.531914716270836,1.036657452583313
3,0.5305552357906179,1.0361820459365845
4,0.5296589189241595,1.0358214378356934
5,0.5290265185303378,1.036032795906067
6,0.5286543038342791,1.0357450246810913
7,0.5283658704912503,1.0358957052230835
8,0.5281093235005601,1.0352816581726074
9,0.5278028341660302,1.0354050397872925
10,0.5276489457251596,1.0346928834915161
11,0.5274245865064207,1.03471839427948
12,0.5271744538522505,1.0351974964141846
13,0.5270168111382365,1.0355618000030518
14,0.5267689227761665,1.0353318452835083
15,0.5265702578096135,1.03538179397583
16,0.5264838176076136,1.0350217819213867
