variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,13,0.1172608956694603,19,5901,17.194630489955035,10.710840925247409,27.548339963541697,20604
st_time,7001,13,0.1232350543141365,19,5901,17.184941858565196,10.643545433378433,27.293695639237107,20604
st_rfft,7002,13,0.11078248918056488,19,5901,17.0766383975997,10.653964570230059,27.584491654647547,20604
st_time,7002,24,0.1396140456199646,30,5901,17.0711204193533,10.594719890297512,27.315302151707737,20604
st_rfft,7003,2,0.10242728888988495,8,5901,17.227558043878975,10.72133443480995,27.55234337418708,20604
st_time,7003,8,0.11301310360431671,14,5901,17.21960505585696,10.701899023524444,27.468547346231563,20604
st_rfft,7004,2,0.1028546690940857,8,5901,17.145470265143985,10.702158264270501,27.56776102618432,20604
st_time,7004,27,0.14052924513816833,30,5901,17.120689396812484,10.64550373471378,27.41165628444222,20604
st_rfft,7005,13,0.11552738398313522,19,5901,17.026418480237407,10.630955311840562,27.43802341102961,20604
st_time,7005,13,0.12111182510852814,19,5901,17.048580380265943,10.580790586458598,27.22743804938163,20604
