variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,2,0.10420215129852295,8,11673,17.277822012499957,12.494841373985588,43.80906234456608,40344
st_time,7001,1,0.10186325013637543,7,11673,17.264853044393018,12.477236658246088,43.77564681151453,40344
st_rfft,7002,2,0.10368122905492783,8,11673,17.666873957658407,12.759715342460208,44.66362696712643,40344
st_time,7002,3,0.10564126074314117,9,11673,17.610835135670683,12.737455145934025,44.5991504648375,40344
st_rfft,7003,1,0.10184955596923828,7,11673,17.246951468486337,12.50771438482142,43.861332285658804,40344
st_time,7003,12,0.12390396744012833,18,11673,17.136691068240886,12.487855413095739,43.71698024855418,40344
st_rfft,7004,2,0.10382390767335892,8,11673,17.627151338175217,12.860580120298472,44.919731834228884,40344
st_time,7004,4,0.10674019902944565,10,11673,17.585575334834175,12.84797828319927,44.842935029027316,40344
st_rfft,7005,2,0.10414119064807892,8,11673,17.4408546936465,12.643338031152306,44.2513163400642,40344
st_time,7005,1,0.10179993510246277,7,11673,17.415874785732488,12.619154450819178,44.20963408317945,40344
