variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,1,0.10074187070131302,7,11673,22.6250419616563,15.001405169712843,38.294520188327475,37464
st_time,7001,1,0.10078050196170807,7,11673,22.604250834242645,15.009530207705044,38.31369578869273,37464
st_rfft,7002,2,0.10115092247724533,8,11673,22.218703880804604,14.454343812831722,37.00876911446301,37464
st_time,7002,1,0.10054502636194229,7,11673,22.212975188093637,14.424650684371352,36.93626042481359,37464
st_rfft,7003,1,0.10070843249559402,7,11673,22.35904943508624,14.695871825200891,37.6428852740161,37464
st_time,7003,1,0.10069257020950317,7,11673,22.33599485649091,14.685825276777019,37.643459502991185,37464
st_rfft,7004,1,0.1006740853190422,7,11673,22.16031103804236,14.515949990844563,36.98397895307721,37464
st_time,7004,1,0.10068437457084656,7,11673,22.126363328539128,14.50942345208244,36.9671224350345,37464
st_rfft,7005,2,0.10148688405752182,8,11673,22.182373187202142,14.540218628040877,37.2947883547881,37464
st_time,7005,1,0.10076866298913956,7,11673,22.167677263570255,14.514596959756986,37.22489482217758,37464
