variant,runs,rmse_ugm3_mean,rmse_ugm3_std,mae_ugm3_mean,mae_ugm3_std,smape_percent_mean,smape_percent_std,best_valid_loss_mean,best_valid_loss_std,training_seconds_mean,training_seconds_std,evaluation_inference_seconds_mean,evaluation_inference_seconds_std,beta_mean,beta_std,forecast_residual_rms_ratio_mean,forecast_residual_rms_ratio_std,stream_1_energy_ratio_mean,stream_1_energy_ratio_std,stream_2_energy_ratio_mean,stream_2_energy_ratio_std,stream_3_energy_ratio_mean,stream_3_energy_ratio_std,adapter_output_weight_norm_mean,adapter_output_weight_norm_std,disable_frequency_rmse_ugm3_mean,disable_frequency_rmse_ugm3_std
locked_st_clean,1,50.43915557861328,0.0,33.068904876708984,0.0,49.61859130859375,0.0,0.4578957855701446,0.0,0.0,0.0,0.4374736540012236,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,50.43915557861328,0.0
st_time_residual_adapter,1,49.90268325805664,0.0,32.2252311706543,0.0,49.26369094848633,0.0,0.4482071995735168,0.0,11.412838125001144,0.0,0.0421850979982991,0.0,0.1137882247567176,0.0,0.0584070336226083,0.0,0.3333333432674408,0.0,0.3333333432674408,0.0,0.3333333432674408,0.0,2.274810075759888,0.0,50.43915557861328,0.0
st_causal_filterbank_residual,1,50.320430755615234,0.0,32.91252899169922,0.0,49.361019134521484,0.0,0.4557427167892456,0.0,1.1761083860001236,0.0,0.04284755299886456,0.0,0.10176806151866913,0.0,0.013229026433835068,0.0,0.39078983664512634,0.0,0.34708890318870544,0.0,0.2621212303638458,0.0,0.6372723579406738,0.0,50.43915557861328,0.0
