comparison,candidate_variant,baseline_variant,seed,rmse_difference_ugm3,mae_difference_ugm3,rmse_relative_improvement_percent
st_time_residual_adapter_vs_locked_st_clean,st_time_residual_adapter,locked_st_clean,2052,-0.5364723205566406,-0.8436737060546875,1.0636028981898944
st_causal_filterbank_residual_vs_locked_st_clean,st_causal_filterbank_residual,locked_st_clean,2052,-0.11872482299804688,-0.15637588500976562,0.23538225736750323
st_causal_filterbank_residual_vs_st_time_residual_adapter,st_causal_filterbank_residual,st_time_residual_adapter,2052,0.41774749755859375,0.6872978210449219,-0.8371243193443905
