task,seed,variant,variable,lag,horizon_step,mean_weight,std_weight
168h_6h,2060,B2,humidity_clean,0,4,0.00541315833106637,0.033296260982751846
168h_6h,2060,B2,humidity_clean,0,5,0.0053741890005767345,0.04260947182774544
168h_6h,2060,B2,humidity_clean,0,6,0.00884772464632988,0.009245822206139565
168h_6h,2060,B2,humidity_clean,1,1,0.00021341306273825467,0.0018461048603057861
168h_6h,2060,B2,humidity_clean,1,2,0.0002482582931406796,0.0017922763945534825
168h_6h,2060,B2,humidity_clean,1,3,3.478032522252761e-05,0.00021357889636419713
168h_6h,2060,B2,humidity_clean,1,4,0.027702411636710167,0.06158828362822533
168h_6h,2060,B2,humidity_clean,1,5,5.6759206927381456e-05,0.0004762726603075862
168h_6h,2060,B2,humidity_clean,1,6,0.4171363413333893,0.28839075565338135
168h_6h,2060,B2,humidity_clean,2,1,1.7084734338368435e-07,4.5743118448626774e-07
168h_6h,2060,B2,humidity_clean,2,2,0.00020642673189286143,0.0016466326778754592
168h_6h,2060,B2,humidity_clean,2,3,0.0005076159723103046,0.00435264315456152
168h_6h,2060,B2,humidity_clean,2,4,0.00828100461512804,0.0164472796022892
168h_6h,2060,B2,humidity_clean,2,5,0.00012464438623283058,0.0009315248462371528
168h_6h,2060,B2,humidity_clean,2,6,0.009709288366138935,0.014935129322111607
168h_6h,2060,B2,humidity_clean,3,1,9.057245620169851e-07,2.2712106328981463e-06
168h_6h,2060,B2,humidity_clean,3,2,8.048274321481586e-05,0.0007174049387685955
168h_6h,2060,B2,humidity_clean,3,3,0.0002595663536339998,0.0016299791168421507
168h_6h,2060,B2,humidity_clean,3,4,0.0064898161217570305,0.011425030417740345
168h_6h,2060,B2,humidity_clean,3,5,4.1641382267698646e-05,0.0003108681703452021
168h_6h,2060,B2,humidity_clean,3,6,0.003317304188385606,0.004594702739268541
168h_6h,2060,B2,humidity_clean,6,1,7.927651495265309e-06,1.7580396161065437e-05
168h_6h,2060,B2,humidity_clean,6,2,9.074947593035176e-05,0.0006065185298211873
168h_6h,2060,B2,humidity_clean,6,3,8.10809651738964e-05,0.0006417687400244176
168h_6h,2060,B2,humidity_clean,6,4,0.011656061746180058,0.024181904271245003
168h_6h,2060,B2,humidity_clean,6,5,0.00011977800750173628,0.000931501155719161
168h_6h,2060,B2,humidity_clean,6,6,0.0078153470531106,0.010412903502583504
168h_6h,2060,B2,humidity_clean,12,1,4.1435040998294426e-07,9.743174587129033e-07
168h_6h,2060,B2,humidity_clean,12,2,0.00020837472402490675,0.0016441725892946124
168h_6h,2060,B2,humidity_clean,12,3,0.001278012990951538,0.008660824038088322
168h_6h,2060,B2,humidity_clean,12,4,0.003906869329512119,0.01294008083641529
168h_6h,2060,B2,humidity_clean,12,5,2.714744368859101e-05,0.00020885365665890276
168h_6h,2060,B2,humidity_clean,12,6,0.002755590248852968,0.0037399078719317913
168h_6h,2060,B3,NO2,0,1,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,0,2,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,0,3,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,0,4,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,0,5,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,0,6,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,1,1,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,1,2,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,1,3,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,1,4,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,1,5,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,1,6,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,2,1,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,2,2,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,2,3,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,2,4,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,2,5,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,2,6,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,3,1,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,3,2,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,3,3,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,3,4,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,3,5,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,3,6,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,6,1,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,6,2,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,6,3,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,6,4,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,6,5,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,6,6,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,12,1,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,12,2,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,12,3,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,12,4,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,12,5,0.02380952425301075,0.0
168h_6h,2060,B3,NO2,12,6,0.02380952425301075,0.0
168h_6h,2060,B3,CO,0,1,0.02380952425301075,0.0
168h_6h,2060,B3,CO,0,2,0.02380952425301075,0.0
168h_6h,2060,B3,CO,0,3,0.02380952425301075,0.0
168h_6h,2060,B3,CO,0,4,0.02380952425301075,0.0
168h_6h,2060,B3,CO,0,5,0.02380952425301075,0.0
168h_6h,2060,B3,CO,0,6,0.02380952425301075,0.0
168h_6h,2060,B3,CO,1,1,0.02380952425301075,0.0
168h_6h,2060,B3,CO,1,2,0.02380952425301075,0.0
168h_6h,2060,B3,CO,1,3,0.02380952425301075,0.0
168h_6h,2060,B3,CO,1,4,0.02380952425301075,0.0
168h_6h,2060,B3,CO,1,5,0.02380952425301075,0.0
168h_6h,2060,B3,CO,1,6,0.02380952425301075,0.0
168h_6h,2060,B3,CO,2,1,0.02380952425301075,0.0
168h_6h,2060,B3,CO,2,2,0.02380952425301075,0.0
168h_6h,2060,B3,CO,2,3,0.02380952425301075,0.0
168h_6h,2060,B3,CO,2,4,0.02380952425301075,0.0
168h_6h,2060,B3,CO,2,5,0.02380952425301075,0.0
168h_6h,2060,B3,CO,2,6,0.02380952425301075,0.0
168h_6h,2060,B3,CO,3,1,0.02380952425301075,0.0
168h_6h,2060,B3,CO,3,2,0.02380952425301075,0.0
168h_6h,2060,B3,CO,3,3,0.02380952425301075,0.0
168h_6h,2060,B3,CO,3,4,0.02380952425301075,0.0
168h_6h,2060,B3,CO,3,5,0.02380952425301075,0.0
168h_6h,2060,B3,CO,3,6,0.02380952425301075,0.0
168h_6h,2060,B3,CO,6,1,0.02380952425301075,0.0
168h_6h,2060,B3,CO,6,2,0.02380952425301075,0.0
168h_6h,2060,B3,CO,6,3,0.02380952425301075,0.0
168h_6h,2060,B3,CO,6,4,0.02380952425301075,0.0
168h_6h,2060,B3,CO,6,5,0.02380952425301075,0.0
168h_6h,2060,B3,CO,6,6,0.02380952425301075,0.0
168h_6h,2060,B3,CO,12,1,0.02380952425301075,0.0
168h_6h,2060,B3,CO,12,2,0.02380952425301075,0.0
168h_6h,2060,B3,CO,12,3,0.02380952425301075,0.0
168h_6h,2060,B3,CO,12,4,0.02380952425301075,0.0
168h_6h,2060,B3,CO,12,5,0.02380952425301075,0.0
168h_6h,2060,B3,CO,12,6,0.02380952425301075,0.0
168h_6h,2060,B3,O3,0,1,0.02380952425301075,0.0
168h_6h,2060,B3,O3,0,2,0.02380952425301075,0.0
168h_6h,2060,B3,O3,0,3,0.02380952425301075,0.0
168h_6h,2060,B3,O3,0,4,0.02380952425301075,0.0
168h_6h,2060,B3,O3,0,5,0.02380952425301075,0.0
168h_6h,2060,B3,O3,0,6,0.02380952425301075,0.0
168h_6h,2060,B3,O3,1,1,0.02380952425301075,0.0
168h_6h,2060,B3,O3,1,2,0.02380952425301075,0.0
168h_6h,2060,B3,O3,1,3,0.02380952425301075,0.0
168h_6h,2060,B3,O3,1,4,0.02380952425301075,0.0
168h_6h,2060,B3,O3,1,5,0.02380952425301075,0.0
168h_6h,2060,B3,O3,1,6,0.02380952425301075,0.0
168h_6h,2060,B3,O3,2,1,0.02380952425301075,0.0
168h_6h,2060,B3,O3,2,2,0.02380952425301075,0.0
168h_6h,2060,B3,O3,2,3,0.02380952425301075,0.0
168h_6h,2060,B3,O3,2,4,0.02380952425301075,0.0
168h_6h,2060,B3,O3,2,5,0.02380952425301075,0.0
168h_6h,2060,B3,O3,2,6,0.02380952425301075,0.0
168h_6h,2060,B3,O3,3,1,0.02380952425301075,0.0
168h_6h,2060,B3,O3,3,2,0.02380952425301075,0.0
168h_6h,2060,B3,O3,3,3,0.02380952425301075,0.0
168h_6h,2060,B3,O3,3,4,0.02380952425301075,0.0
168h_6h,2060,B3,O3,3,5,0.02380952425301075,0.0
168h_6h,2060,B3,O3,3,6,0.02380952425301075,0.0
168h_6h,2060,B3,O3,6,1,0.02380952425301075,0.0
168h_6h,2060,B3,O3,6,2,0.02380952425301075,0.0
168h_6h,2060,B3,O3,6,3,0.02380952425301075,0.0
168h_6h,2060,B3,O3,6,4,0.02380952425301075,0.0
168h_6h,2060,B3,O3,6,5,0.02380952425301075,0.0
168h_6h,2060,B3,O3,6,6,0.02380952425301075,0.0
168h_6h,2060,B3,O3,12,1,0.02380952425301075,0.0
168h_6h,2060,B3,O3,12,2,0.02380952425301075,0.0
168h_6h,2060,B3,O3,12,3,0.02380952425301075,0.0
168h_6h,2060,B3,O3,12,4,0.02380952425301075,0.0
168h_6h,2060,B3,O3,12,5,0.02380952425301075,0.0
168h_6h,2060,B3,O3,12,6,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,0,1,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,0,2,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,0,3,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,0,4,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,0,5,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,0,6,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,1,1,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,1,2,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,1,3,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,1,4,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,1,5,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,1,6,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,2,1,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,2,2,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,2,3,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,2,4,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,2,5,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,2,6,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,3,1,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,3,2,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,3,3,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,3,4,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,3,5,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,3,6,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,6,1,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,6,2,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,6,3,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,6,4,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,6,5,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,6,6,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,12,1,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,12,2,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,12,3,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,12,4,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,12,5,0.02380952425301075,0.0
168h_6h,2060,B3,SO2,12,6,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,0,1,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,0,2,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,0,3,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,0,4,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,0,5,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,0,6,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,1,1,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,1,2,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,1,3,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,1,4,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,1,5,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,1,6,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,2,1,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,2,2,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,2,3,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,2,4,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,2,5,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,2,6,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,3,1,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,3,2,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,3,3,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,3,4,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,3,5,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,3,6,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,6,1,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,6,2,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,6,3,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,6,4,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,6,5,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,6,6,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,12,1,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,12,2,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,12,3,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,12,4,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,12,5,0.02380952425301075,0.0
168h_6h,2060,B3,temperature,12,6,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,0,1,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,0,2,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,0,3,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,0,4,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,0,5,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,0,6,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,1,1,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,1,2,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,1,3,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,1,4,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,1,5,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,1,6,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,2,1,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,2,2,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,2,3,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,2,4,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,2,5,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,2,6,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,3,1,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,3,2,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,3,3,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,3,4,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,3,5,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,3,6,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,6,1,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,6,2,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,6,3,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,6,4,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,6,5,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,6,6,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,12,1,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,12,2,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,12,3,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,12,4,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,12,5,0.02380952425301075,0.0
168h_6h,2060,B3,pressure_hPa_fixed,12,6,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,0,1,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,0,2,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,0,3,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,0,4,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,0,5,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,0,6,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,1,1,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,1,2,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,1,3,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,1,4,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,1,5,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,1,6,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,2,1,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,2,2,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,2,3,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,2,4,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,2,5,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,2,6,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,3,1,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,3,2,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,3,3,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,3,4,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,3,5,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,3,6,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,6,1,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,6,2,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,6,3,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,6,4,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,6,5,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,6,6,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,12,1,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,12,2,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,12,3,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,12,4,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,12,5,0.02380952425301075,0.0
168h_6h,2060,B3,humidity_clean,12,6,0.02380952425301075,0.0
168h_6h,2061,F01,NO2,0,1,0.213297039270401,0.25318971276283264
168h_6h,2061,F01,NO2,0,2,0.0018137161387130618,0.0018044074531644583
168h_6h,2061,F01,NO2,0,3,0.29354235529899597,0.31016427278518677
168h_6h,2061,F01,NO2,0,4,0.003492723684757948,0.00640814658254385
168h_6h,2061,F01,NO2,0,5,0.006431500893086195,0.009758888743817806
168h_6h,2061,F01,NO2,0,6,0.0010883676586672664,0.0014701620675623417
168h_6h,2061,F01,NO2,1,1,0.00662840623408556,0.015689127147197723
168h_6h,2061,F01,NO2,1,2,0.01415181066840887,0.013821948319673538
168h_6h,2061,F01,NO2,1,3,0.040473856031894684,0.11724845319986343
168h_6h,2061,F01,NO2,1,4,0.00010475549061084166,0.00017722220218274742
168h_6h,2061,F01,NO2,1,5,0.004439615178853273,0.007209706120193005
168h_6h,2061,F01,NO2,1,6,0.004975435324013233,0.007026391569525003
168h_6h,2061,F01,NO2,2,1,0.0029141386039555073,0.005187059752643108
168h_6h,2061,F01,NO2,2,2,0.0005276138545013964,0.0005748586263507605
168h_6h,2061,F01,NO2,2,3,0.00037076184526085854,0.00047601317055523396
168h_6h,2061,F01,NO2,2,4,0.0005253877607174218,0.0007477220497094095
168h_6h,2061,F01,NO2,2,5,4.8630940000293776e-05,8.866153075359762e-05
168h_6h,2061,F01,NO2,2,6,0.0006321844994090497,0.0009786643786355853
168h_6h,2061,F01,NO2,3,1,0.009048812091350555,0.014896663837134838
168h_6h,2061,F01,NO2,3,2,0.001010789768770337,0.0010324468603357673
168h_6h,2061,F01,NO2,3,3,0.005575565621256828,0.008811392821371555
168h_6h,2061,F01,NO2,3,4,0.00016142857202794403,0.00024844531435519457
168h_6h,2061,F01,NO2,3,5,0.0006891468074172735,0.0015265604015439749
168h_6h,2061,F01,NO2,3,6,4.5197317376732826e-05,9.325610881205648e-05
168h_6h,2061,F01,NO2,6,1,0.02776024490594864,0.043142616748809814
168h_6h,2061,F01,NO2,6,2,0.008297245018184185,0.008594812825322151
168h_6h,2061,F01,NO2,6,3,0.00669334689155221,0.008335966616868973
168h_6h,2061,F01,NO2,6,4,1.3762613889412023e-05,2.299765037605539e-05
168h_6h,2061,F01,NO2,6,5,2.0759242033818737e-05,6.80540906614624e-05
168h_6h,2061,F01,NO2,6,6,2.2905198420630768e-05,4.681913196691312e-05
168h_6h,2061,F01,NO2,12,1,0.0027661279309540987,0.006392290350049734
168h_6h,2061,F01,NO2,12,2,0.001079279463738203,0.0011233052937313914
168h_6h,2061,F01,NO2,12,3,0.00032195463427342474,0.0005897385999560356
168h_6h,2061,F01,NO2,12,4,0.0009919547010213137,0.0014907752629369497
168h_6h,2061,F01,NO2,12,5,2.587392009445466e-05,0.00014014080807100981
168h_6h,2061,F01,NO2,12,6,0.0002244365750811994,0.0007109614089131355
168h_6h,2061,F01,CO,0,1,0.10415959358215332,0.24375347793102264
168h_6h,2061,F01,CO,0,2,0.001020560972392559,0.0011392588494345546
168h_6h,2061,F01,CO,0,3,0.018982522189617157,0.023578336462378502
168h_6h,2061,F01,CO,0,4,0.2338002771139145,0.2503892481327057
168h_6h,2061,F01,CO,0,5,0.018414419144392014,0.030487999320030212
168h_6h,2061,F01,CO,0,6,0.11071102321147919,0.2410399317741394
168h_6h,2061,F01,CO,1,1,0.0011965685989707708,0.009937329217791557
168h_6h,2061,F01,CO,1,2,0.007970261387526989,0.008542669005692005
168h_6h,2061,F01,CO,1,3,0.0032761702314019203,0.01540397573262453
168h_6h,2061,F01,CO,1,4,0.007549998350441456,0.010409081354737282
168h_6h,2061,F01,CO,1,5,0.00837085209786892,0.011327244341373444
168h_6h,2061,F01,CO,1,6,0.13419687747955322,0.18777978420257568
168h_6h,2061,F01,CO,2,1,0.0003634653694462031,0.0015829369658604264
168h_6h,2061,F01,CO,2,2,0.0002956566459033638,0.00038860811037011445
168h_6h,2061,F01,CO,2,3,3.339975228300318e-05,8.410759619437158e-05
168h_6h,2061,F01,CO,2,4,0.06998811662197113,0.0961378961801529
168h_6h,2061,F01,CO,2,5,0.00010837677109520882,0.00024281902005895972
168h_6h,2061,F01,CO,2,6,0.021201517432928085,0.06905914843082428
168h_6h,2061,F01,CO,3,1,0.001585707999765873,0.006902715656906366
168h_6h,2061,F01,CO,3,2,0.0005839643999934196,0.0006701519014313817
168h_6h,2061,F01,CO,3,3,0.0005510740447789431,0.0013758682180196047
168h_6h,2061,F01,CO,3,4,0.018126659095287323,0.04930198937654495
168h_6h,2061,F01,CO,3,5,0.001127994735725224,0.003569731255993247
168h_6h,2061,F01,CO,3,6,0.002622378757223487,0.033834923058748245
168h_6h,2061,F01,CO,6,1,0.0030629276297986507,0.00770205445587635
168h_6h,2061,F01,CO,6,2,0.004453857894986868,0.005200205836445093
168h_6h,2061,F01,CO,6,3,0.0006287826108746231,0.0011360922362655401
168h_6h,2061,F01,CO,6,4,0.0010727650951594114,0.002879790496081114
168h_6h,2061,F01,CO,6,5,7.236612145788968e-05,0.0005383076495490968
168h_6h,2061,F01,CO,6,6,0.0007394495187327266,0.0035781750921159983
168h_6h,2061,F01,CO,12,1,0.0003272273752372712,0.0013510843273252249
168h_6h,2061,F01,CO,12,2,0.0006661961087957025,0.0007783410837873816
168h_6h,2061,F01,CO,12,3,3.1654617487220094e-05,9.626376413507387e-05
168h_6h,2061,F01,CO,12,4,0.17589719593524933,0.26016637682914734
168h_6h,2061,F01,CO,12,5,7.594221824547276e-05,0.0005042001721449196
168h_6h,2061,F01,CO,12,6,0.022596754133701324,0.11552505940198898
168h_6h,2061,F01,O3,0,1,0.012539711780846119,0.021800801157951355
168h_6h,2061,F01,O3,0,2,0.0023022680543363094,0.0028757103718817234
168h_6h,2061,F01,O3,0,3,0.04232517257332802,0.052536047995090485
168h_6h,2061,F01,O3,0,4,0.057764485478401184,0.09656450152397156
168h_6h,2061,F01,O3,0,5,0.33716481924057007,0.36190956830978394
168h_6h,2061,F01,O3,0,6,0.006180972326546907,0.011277461424469948
168h_6h,2061,F01,O3,1,1,0.0009901191806420684,0.0017540487460792065
168h_6h,2061,F01,O3,1,2,0.009179439395666122,0.011373136192560196
168h_6h,2061,F01,O3,1,3,0.0007372927502728999,0.0011118074180558324
168h_6h,2061,F01,O3,1,4,0.0005208092625252903,0.0008540599956177175
168h_6h,2061,F01,O3,1,5,0.050616342574357986,0.07200390845537186
168h_6h,2061,F01,O3,1,6,0.004107668064534664,0.006030192133039236
168h_6h,2061,F01,O3,2,1,0.0005515752709470689,0.0010526912519708276
168h_6h,2061,F01,O3,2,2,0.00042586628114804626,0.0004738835268653929
168h_6h,2061,F01,O3,2,3,0.00014138876576907933,0.00015772735059726983
168h_6h,2061,F01,O3,2,4,0.00212526204995811,0.00302613852545619
168h_6h,2061,F01,O3,2,5,0.0005532173672690988,0.0006163232610560954
168h_6h,2061,F01,O3,2,6,0.0006709183217026293,0.001003214973025024
168h_6h,2061,F01,O3,3,1,0.0017915517091751099,0.00291272159665823
168h_6h,2061,F01,O3,3,2,0.0009799957042559981,0.0011041815159842372
168h_6h,2061,F01,O3,3,3,0.0035337060689926147,0.004705693572759628
168h_6h,2061,F01,O3,3,4,0.0008586274343542755,0.0011684874771162868
168h_6h,2061,F01,O3,3,5,0.007430326659232378,0.009961027652025223
168h_6h,2061,F01,O3,3,6,8.017983782337978e-05,0.00012415263336151838
168h_6h,2061,F01,O3,6,1,0.004351475276052952,0.0059793260879814625
168h_6h,2061,F01,O3,6,2,0.008496400900185108,0.008630165830254555
168h_6h,2061,F01,O3,6,3,0.00516156479716301,0.00534699996933341
168h_6h,2061,F01,O3,6,4,8.076043013716117e-05,0.00011315020674373955
168h_6h,2061,F01,O3,6,5,0.0002068447065539658,0.0002587079943623394
