variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,17,0.11060473322868347,1572,0.1717330664396286,0.41440688512575247,0.22477902472019196,30.846149444580078,16.731304168701172,26.828502655029297
st_time,2047,13,0.11170753091573715,1572,0.17093318700790405,0.4134406692717881,0.22325938940048218,30.77423095703125,16.61819076538086,26.389270782470703
st_rfft,2048,11,0.10631296783685684,1572,0.17137180268764496,0.4139707751612968,0.2222365438938141,30.813688278198242,16.542057037353516,25.883596420288086
st_time,2048,11,0.10710985213518143,1572,0.1710558384656906,0.4135889728531101,0.22154586017131805,30.78527069091797,16.490644454956055,25.81902503967285
st_rfft,2049,9,0.10839428007602692,1572,0.17668429017066956,0.42033830442950304,0.22738361358642578,31.28765296936035,16.9251766204834,26.900724411010742
st_time,2049,8,0.10678178817033768,1572,0.17703352868556976,0.4207535248641059,0.2277461588382721,31.318557739257812,16.95216178894043,27.119281768798828
st_rfft,2050,12,0.11049243807792664,1572,0.18131180107593536,0.42580723464489817,0.2333470731973648,31.694732666015625,17.369060516357422,26.933849334716797
st_time,2050,9,0.10756853967905045,1572,0.18107569217681885,0.42552989574978023,0.23297397792339325,31.674083709716797,17.341291427612305,26.853450775146484
st_rfft,2051,13,0.11080722510814667,1572,0.186626136302948,0.43200247256578056,0.23056991398334503,32.15586471557617,17.16234588623047,27.435880661010742
st_time,2051,10,0.10801398754119873,1572,0.1865135133266449,0.4318721029733744,0.2307753562927246,32.14616394042969,17.177637100219727,27.520835876464844
