arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,20,0.7846666574478149,26,28.741390068000328,False,False,7e5b3c723cbe00242c7d1651bc1a9f0da608bd78fd0834703b3d6d9bef453315
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,30,0.7270951271057129,30,13.71067229899927,True,True,7e5b3c723cbe00242c7d1651bc1a9f0da608bd78fd0834703b3d6d9bef453315
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,5,0.7895545363426208,11,12.079165462000674,False,False,7e5b3c723cbe00242c7d1651bc1a9f0da608bd78fd0834703b3d6d9bef453315
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,30,0.7597776651382446,30,13.710999989998527,True,True,7e5b3c723cbe00242c7d1651bc1a9f0da608bd78fd0834703b3d6d9bef453315
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,8,0.7894175052642822,14,15.355633299997862,False,False,7e5b3c723cbe00242c7d1651bc1a9f0da608bd78fd0834703b3d6d9bef453315
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,30,0.7418397068977356,30,13.720979080000689,True,True,7e5b3c723cbe00242c7d1651bc1a9f0da608bd78fd0834703b3d6d9bef453315
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,4,0.8329788446426392,10,10.986089777001325,False,False,7e5b3c723cbe00242c7d1651bc1a9f0da608bd78fd0834703b3d6d9bef453315
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,26,0.8190677165985107,30,13.707314725001197,True,True,7e5b3c723cbe00242c7d1651bc1a9f0da608bd78fd0834703b3d6d9bef453315
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,3,0.7995237708091736,9,9.897176927002874,False,False,7e5b3c723cbe00242c7d1651bc1a9f0da608bd78fd0834703b3d6d9bef453315
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,30,0.7871567010879517,30,13.69104198900095,True,True,7e5b3c723cbe00242c7d1651bc1a9f0da608bd78fd0834703b3d6d9bef453315
