arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,15,1.0621554851531982,23,7.590476639998087,False,False,d57817a62f47585745da4343af14aa66a746fb05d4f3818050bf807b72875234
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,4,1.0362461805343628,12,2.1074993410002207,True,True,d57817a62f47585745da4343af14aa66a746fb05d4f3818050bf807b72875234
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,18,1.073663592338562,26,8.522081026996602,False,False,d57817a62f47585745da4343af14aa66a746fb05d4f3818050bf807b72875234
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,2,1.0467902421951294,10,1.7514541800010193,True,True,d57817a62f47585745da4343af14aa66a746fb05d4f3818050bf807b72875234
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,12,1.063943862915039,20,6.556293991001439,False,False,d57817a62f47585745da4343af14aa66a746fb05d4f3818050bf807b72875234
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,3,1.0409311056137085,11,2.1527753610025684,True,True,d57817a62f47585745da4343af14aa66a746fb05d4f3818050bf807b72875234
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,27,1.0709863901138306,35,11.910410011998465,False,False,d57817a62f47585745da4343af14aa66a746fb05d4f3818050bf807b72875234
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,2,1.0477181673049927,10,1.8216133860005357,True,True,d57817a62f47585745da4343af14aa66a746fb05d4f3818050bf807b72875234
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,27,1.0736457109451294,35,11.907099759002449,False,False,d57817a62f47585745da4343af14aa66a746fb05d4f3818050bf807b72875234
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,2,1.0454844236373901,10,1.861528810000891,True,True,d57817a62f47585745da4343af14aa66a746fb05d4f3818050bf807b72875234
