variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,2,0.10115771740674973,8,5901,18.373189580924045,11.70151083043481,30.476412694101302,18876
st_time,7001,1,0.10072442144155502,7,5901,18.379766967302736,11.671635158487891,30.38850807990361,18876
st_rfft,7002,2,0.10074671357870102,8,5901,18.339659132180508,11.742065060767715,30.54656778949496,18876
st_time,7002,1,0.10055200010538101,7,5901,18.33453490987479,11.708728699846828,30.463738270496815,18876
st_rfft,7003,3,0.10225263237953186,9,5901,18.487768394245087,11.753554701981946,30.504684898151513,18876
st_time,7003,15,0.11642066389322281,21,5901,18.21231763734618,11.501537666151043,29.802189380906114,18876
st_rfft,7004,2,0.10143204033374786,8,5901,18.39945014362161,11.655894362438936,30.311731330082637,18876
st_time,7004,1,0.1006804034113884,7,5901,18.386908014551103,11.610774668830762,30.19965518625114,18876
st_rfft,7005,1,0.10057178139686584,7,5901,18.550274397268545,11.866902301058373,30.81271040232029,18876
st_time,7005,1,0.10069262981414795,7,5901,18.525420613664952,11.866907485639375,30.803431411418032,18876
