epoch,train_loss,valid_loss,learning_rate
1,1.0413275214463515,2.457984209060669,0.001
2,1.3669533299026464,2.852778196334839,0.001
3,1.3654481778459295,2.354748249053955,0.001
4,1.1248566040409858,2.39766263961792,0.001
5,1.0181124327791788,1.2697163820266724,0.001
6,0.590386461341582,0.7784232497215271,0.001
7,0.560490546581925,1.1718835830688477,0.001
8,1.2149894046931704,2.431039810180664,0.001
9,2.5174266152794673,4.371230125427246,0.001
10,4.199382897777928,6.265237331390381,0.0005
11,4.915767894870344,5.960995674133301,0.0005
12,4.698398464226602,5.919600486755371,0.0005
13,4.49883960401772,5.752829074859619,0.0005
14,4.399818229628475,5.499830722808838,0.00025
