variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,30,0.1557684689760208,11673,0.7549974918365479,0.8689059165620567,0.5819294452667236,64.71663665771484,43.34245681762695,55.9000244140625
st_time,2047,28,0.1559322327375412,11673,0.7554898858070374,0.8691892117410555,0.5843517780303955,64.73773956298828,43.52287292480469,55.698551177978516
st_rfft,2048,29,0.15639834105968475,11673,0.7407755851745605,0.8606832083726047,0.5748177766799927,64.10420989990234,42.81277847290039,55.08249282836914
st_time,2048,29,0.15963688492774963,11673,0.7421566247940063,0.8614851274363396,0.5747259855270386,64.16393280029297,42.80594253540039,54.665184020996094
st_rfft,2049,30,0.1554459035396576,11673,0.7468767166137695,0.8642202940302719,0.5804691314697266,64.3676528930664,43.23369216918945,55.90778732299805
st_time,2049,30,0.15649205446243286,11673,0.7467598915100098,0.8641527015001514,0.5816278457641602,64.36261749267578,43.31999588012695,55.67139434814453
st_rfft,2050,27,0.15006399154663086,11673,0.7576078772544861,0.8704067309335826,0.580078661441803,64.82842254638672,43.20461654663086,55.66234588623047
st_time,2050,30,0.16079461574554443,11673,0.7575714588165283,0.8703858103258165,0.5813542604446411,64.82686614990234,43.29961395263672,55.22758483886719
st_rfft,2051,30,0.15674884617328644,11673,0.7448168396949768,0.8630277166435484,0.5807255506515503,64.27882385253906,43.25279235839844,55.87983703613281
st_time,2051,30,0.1593053638935089,11673,0.7450497150421143,0.8631626237518132,0.5811514258384705,64.28887939453125,43.28451156616211,55.41603088378906
