variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters,infeasible_reason,device_name,batch_size,history,horizon
trad_persistence,trad_persistence,deterministic,completed,0,,5.569999757426558e-06,0.0018291989999852376,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.07793332636356354,0.2791654103995757,0.15481193363666534,5.789618015289307,3.2106480598449707,8.001128196716309,,,,,,,
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,2.350000158912735e-06,0.0018060500001411128,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.3751568794250488,1.172670831659528,0.846303403377533,24.32004737854004,17.551504135131836,45.93446731567383,,,,,,,
trad_climatology,trad_climatology,deterministic,completed,0,,0.006132720000096015,0.0017220899999301764,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,1.107972264289856,1.0526026146128729,0.7814332246780396,21.8299503326416,16.20616340637207,43.105018615722656,,,,,,,
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.017680306999864115,0.0018113090000042575,test,0,0,A,not_applicable,not_applicable,6,0.1,predictions/trad_spatial_linear.npz,0.07329095155000687,0.2707230162915722,0.16958929598331451,5.61453104019165,3.5171163082122803,9.483049392700195,,,,,,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7001,completed,6,1.1154948472976685,2.3006440789999942,0.011918894000245928,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7001.npz,0.4335632920265198,0.6584552316038804,0.43582209944725037,13.655719757080078,9.038524627685547,24.10500717163086,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7002,nonfinite,0,,,,test,16903,16903,C,default,default,6,,,,,,,,,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",non-finite training loss at protocol lr and at lr/10: plain_mix_patchtst_all_default seed=7002 has non-finite training loss,AMD Radeon RX 7600,256.0,24.0,1.0
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7003,completed,5,1.3951672315597534,2.190139234000071,0.023461312000108592,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7003.npz,0.3908696472644806,0.6251956871768075,0.4249851703643799,12.965948104858398,8.813777923583984,24.53353500366211,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7001,completed,6,1.1154948472976685,2.4237554860001183,0.011944173999836494,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7001.npz,0.4335632920265198,0.6584552316038804,0.43582209944725037,13.655719757080078,9.038524627685547,24.10500717163086,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7002,completed,6,1.3896315097808838,2.434877764999783,0.011900155000148516,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7002.npz,0.7184550166130066,0.8476172583265437,0.6323164701461792,17.578752517700195,13.113624572753906,36.113216400146484,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7003,completed,5,1.3951672315597534,2.135787851999794,0.011959435000335361,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7003.npz,0.3908696472644806,0.6251956871768075,0.4249851703643799,12.965948104858398,8.813777923583984,24.53353500366211,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
