variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters,infeasible_reason,device_name,batch_size,history,horizon
multi_gru_default,multi_gru,7001,completed,23,0.09039865434169769,4.704605737000293,0.009187615999962873,test,32501,32501,C,default,default,6,,predictions/multi_gru_default_seed7001.npz,0.07070442289113998,0.2659030328731509,0.16649888455867767,5.514569282531738,3.453023910522461,9.095564842224121,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 100}",,,,,
multi_gru_default,multi_gru,7002,completed,11,0.09693963080644608,2.8169368710000526,0.009297095999954763,test,32501,32501,C,default,default,6,,predictions/multi_gru_default_seed7002.npz,0.07266584783792496,0.2695660361357212,0.1672850251197815,5.590535640716553,3.469327688217163,8.828516006469727,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 100}",,,,,
multi_gru_default,multi_gru,7003,completed,12,0.09065685421228409,2.9723775950001254,0.009015440000439412,test,32501,32501,C,default,default,6,,predictions/multi_gru_default_seed7003.npz,0.07159440964460373,0.2675713169317738,0.1676662415266037,5.549167633056641,3.47723388671875,9.00485610961914,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 100}",,,,,
center_gru_default,center_gru,7001,completed,23,0.09076588600873947,4.544204748000084,0.009189037999931315,test,31001,31001,B,default,default,1,,predictions/center_gru_default_seed7001.npz,0.07137524336576462,0.2671614556139501,0.16301539540290833,5.54066801071167,3.3807802200317383,9.185799598693848,[0],"{""hidden_size"": 100}",,,,,
center_gru_default,center_gru,7002,completed,29,0.09081996977329254,5.39580994500011,0.009120829000039521,test,31001,31001,B,default,default,1,,predictions/center_gru_default_seed7002.npz,0.07129479199647903,0.26701084621505367,0.16146762669086456,5.537544250488281,3.3486807346343994,8.949271202087402,[0],"{""hidden_size"": 100}",,,,,
center_gru_default,center_gru,7003,completed,19,0.09064537286758423,3.993562622999889,0.009085789999971894,test,31001,31001,B,default,default,1,,predictions/center_gru_default_seed7003.npz,0.0709870457649231,0.26643394259163583,0.15790225565433502,5.525579929351807,3.2747387886047363,8.461828231811523,[0],"{""hidden_size"": 100}",,,,,
plain_mix_patchtst_all_matched,plain_mix_patchtst_all,7001,completed,6,1.1154948472976685,2.287561592000202,0.012095807000150671,test,16903,16900,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_all_matched_seed7001.npz,0.4335632920265198,0.6584552316038804,0.43582209944725037,13.655719757080078,9.038524627685547,24.10500717163086,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_all_matched,plain_mix_patchtst_all,7002,completed,6,1.3896315097808838,2.273082283000349,0.01209988800019346,test,16903,16900,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_all_matched_seed7002.npz,0.7184550166130066,0.8476172583265437,0.6323164701461792,17.578752517700195,13.113624572753906,36.113216400146484,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_all_matched,plain_mix_patchtst_all,7003,completed,5,1.3951672315597534,2.13567792799995,0.011681633000080183,test,16903,16900,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_all_matched_seed7003.npz,0.3908696472644806,0.6251956871768075,0.4249851703643799,12.965948104858398,8.813777923583984,24.53353500366211,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_top5_matched,plain_mix_patchtst_top5,7001,completed,6,1.1154948472976685,2.299652848000278,0.012007339999854594,test,16903,16900,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_top5_matched_seed7001.npz,0.4335632920265198,0.6584552316038804,0.43582209944725037,13.655719757080078,9.038524627685547,24.10500717163086,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_top5_matched,plain_mix_patchtst_top5,7002,completed,6,1.3896315097808838,2.2845988429999124,0.012047719000293,test,16903,16900,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_top5_matched_seed7002.npz,0.7184550166130066,0.8476172583265437,0.6323164701461792,17.578752517700195,13.113624572753906,36.113216400146484,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_top5_matched,plain_mix_patchtst_top5,7003,completed,5,1.3951672315597534,2.1419342320000396,0.01183317300001363,test,16903,16900,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_top5_matched_seed7003.npz,0.3908696472644806,0.6251956871768075,0.4249851703643799,12.965948104858398,8.813777923583984,24.53353500366211,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
multi_gru_matched,multi_gru,7001,completed,23,0.09479216486215591,4.370745401000022,0.008547337999971205,test,21201,21201,C,matched,matched,6,,predictions/multi_gru_matched_seed7001.npz,0.07113407552242279,0.26670972146215965,0.16646862030029297,5.531299114227295,3.4523966312408447,9.0015869140625,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 80}",,,,,
multi_gru_matched,multi_gru,7002,completed,20,0.09341050684452057,3.964990956999827,0.008158253000146942,test,21201,21201,C,matched,matched,6,,predictions/multi_gru_matched_seed7002.npz,0.0694495141506195,0.2635327572629625,0.1605754792690277,5.465412139892578,3.3301782608032227,8.47180461883545,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 80}",,,,,
multi_gru_matched,multi_gru,7003,completed,19,0.09585945308208466,3.7838549899997815,0.008442821000244294,test,21201,21201,C,matched,matched,6,,predictions/multi_gru_matched_seed7003.npz,0.07095203548669815,0.26636823287828104,0.16232669353485107,5.524217128753662,3.366497278213501,8.552016258239746,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 80}",,,,,
center_gru_matched,center_gru,7001,completed,23,0.09517358243465424,4.6505790940000225,0.008819175999633444,test,20993,20993,B,matched,matched,1,,predictions/center_gru_matched_seed7001.npz,0.0712689682841301,0.2669624847879007,0.16309718787670135,5.536540985107422,3.382476329803467,9.266571998596191,[0],"{""hidden_size"": 82}",,,,,
center_gru_matched,center_gru,7002,completed,20,0.09378451108932495,4.025892582999859,0.008753217999583285,test,20993,20993,B,matched,matched,1,,predictions/center_gru_matched_seed7002.npz,0.07127390056848526,0.2669717224136018,0.16239751875400543,5.5367326736450195,3.3679661750793457,9.12208080291748,[0],"{""hidden_size"": 82}",,,,,
center_gru_matched,center_gru,7003,completed,19,0.09486532211303711,3.936144029999923,0.00860698999986198,test,20993,20993,B,matched,matched,1,,predictions/center_gru_matched_seed7003.npz,0.07084863632917404,0.2661740714817543,0.1579498052597046,5.520190238952637,3.2757246494293213,8.548662185668945,[0],"{""hidden_size"": 82}",,,,,
