epoch,train_loss,valid_loss,learning_rate
1,0.7650770485301978,0.8731263875961304,0.001
2,0.41958431985334627,0.6835379004478455,0.001
3,0.3379196473346177,0.5944398641586304,0.001
4,0.30387867155566983,0.5325972437858582,0.001
5,0.28641924886854236,0.5240383744239807,0.001
6,0.27697021086481766,0.524680495262146,0.001
7,0.27722012750717645,0.5321200489997864,0.001
8,0.27567679499231046,0.510250449180603,0.001
9,0.26648291624127923,0.503547191619873,0.001
10,0.26448227543501607,0.5047691464424133,0.001
11,0.261808614227022,0.5198332071304321,0.001
12,0.2522872342345322,0.4925077259540558,0.001
13,0.25112028788409496,0.500554621219635,0.001
14,0.2527499705354703,0.5018478035926819,0.001
15,0.24583857609904347,0.48754096031188965,0.001
16,0.24486963892736768,0.49582958221435547,0.001
17,0.24125572510447954,0.48607906699180603,0.001
18,0.23718725228170784,0.47713902592658997,0.001
19,0.2384311893914583,0.4781028628349304,0.001
20,0.23675434830383135,0.4783743619918823,0.001
21,0.23350096399494494,0.49863511323928833,0.001
22,0.2368145095726813,0.488148033618927,0.0005
23,0.23176363285091672,0.4842226207256317,0.0005
24,0.22696934892809928,0.4770181477069855,0.0005
25,0.22571214030368159,0.484986811876297,0.0005
26,0.229022708897186,0.4781540632247925,0.0005
27,0.22822627427177303,0.4817734956741333,0.0005
28,0.22803591932115858,0.48133015632629395,0.00025
29,0.22445400953292846,0.4776808023452759,0.00025
30,0.22230525204226895,0.4755305051803589,0.00025
