history,1,3,6,12,24
24,2.959579,3.509010,4.140588,4.188097,6.046862
48,3.194162,3.697618,3.376095,3.555824,3.664109
72,1.856110,2.322817,2.115412,1.483654,1.330548
168,2.151976,1.429328,1.011491,0.541736,0.099600
