variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,26,0.11671682447195053,30,1572,8.86389887838419,5.161847691040511,13.377534883433595,5178
st_time,7001,5,0.1045316681265831,11,1572,8.89511392626536,5.175864179883053,13.244662614167298,5178
st_rfft,7002,1,0.09958741068840027,7,1572,8.872912394075806,5.189716771561559,13.549923009043994,5178
st_time,7002,8,0.10736700147390366,14,1572,8.834146252863508,5.121562203001727,13.051671273012616,5178
st_rfft,7003,1,0.10029866546392441,7,1572,8.881678414324382,5.180486618666724,13.447374327168216,5178
st_time,7003,4,0.10330209881067276,10,1572,8.864206296667588,5.147191460595807,13.16633091669094,5178
st_rfft,7004,10,0.10320618003606796,16,1572,8.878313729053302,5.158247022750341,13.420617487166412,5178
st_time,7004,10,0.1071619763970375,16,1572,8.874226082920897,5.120415520695657,13.034352653087321,5178
st_rfft,7005,28,0.12944070994853973,30,1572,8.837906322417705,5.130207913775571,13.20916408603286,5178
st_time,7005,13,0.11655004322528839,19,1572,8.850352740918959,5.120688923172345,12.976522548106784,5178
