variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,30,0.12981568276882172,3015,0.31489601731300354,0.5611559652298134,0.3412015438079834,41.71107864379883,25.361726760864258,38.75125503540039
st_time,2047,30,0.13089723885059357,3015,0.3126484453678131,0.5591497521843438,0.34059521555900574,41.56195831298828,25.316661834716797,38.91365432739258
st_rfft,2048,9,0.10882304608821869,3015,0.32588011026382446,0.5708590984330761,0.34932956099510193,42.432315826416016,25.96588897705078,39.340919494628906
st_time,2048,27,0.11510730534791946,3015,0.32633107900619507,0.5712539531646106,0.34865105152130127,42.461669921875,25.915454864501953,39.695892333984375
st_rfft,2049,7,0.10628729313611984,3015,0.3165659010410309,0.5626418941396303,0.3461298942565918,41.821529388427734,25.728057861328125,39.271087646484375
st_time,2049,30,0.1242920532822609,3015,0.31605640053749084,0.5621889366907631,0.34461769461631775,41.78785705566406,25.615650177001953,39.53135681152344
st_rfft,2050,17,0.11271188408136368,3015,0.320762574672699,0.5663590510203743,0.34367573261260986,42.09782791137695,25.545639038085938,38.8211555480957
st_time,2050,24,0.11099445819854736,3015,0.32280558347702026,0.5681598221249196,0.34550631046295166,42.2316780090332,25.681703567504883,39.17198944091797
st_rfft,2051,9,0.10564491152763367,3015,0.3129952549934387,0.5594597885401941,0.3414386808872223,41.584999084472656,25.379356384277344,38.83462142944336
st_time,2051,30,0.11489403247833252,3015,0.31159359216690063,0.5582056898374474,0.3389662504196167,41.491783142089844,25.195575714111328,38.823936462402344
