epoch,train_loss,valid_loss
1,0.5142589689780209,0.649550199508667
2,0.30020319655947364,0.3231358528137207
3,0.21165464869447398,0.24998460710048676
4,0.17673992784849996,0.17505612969398499
5,0.15896137092714738,0.1542828232049942
6,0.15105616330780652,0.1728450208902359
7,0.14186374035599567,0.15130780637264252
8,0.14314070729742429,0.16079026460647583
9,0.13777835114461157,0.15851476788520813
10,0.13916792710062484,0.15493656694889069
11,0.13581214982099296,0.17109490931034088
12,0.13098298169117817,0.1593519151210785
13,0.13031543748319588,0.17758513987064362
