variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,4,0.10335341840982437,10,3015,11.763712787641522,8.150449833656426,31.580454061834608,10050
st_time,7001,30,0.11730095744132996,30,3015,11.64513433160446,7.9914290119759475,30.752175177048464,10050
st_rfft,7002,14,0.10913971066474915,20,3015,11.70401846335788,8.13519574236514,31.713452976278877,10050
st_time,7002,8,0.1060212031006813,14,3015,11.649541062469739,8.028445445767682,31.141375428457895,10050
st_rfft,7003,16,0.11465370655059814,22,3015,11.65048633527504,8.05904175525874,31.40367169852815,10050
st_time,7003,10,0.10913469642400742,16,3015,11.603294428898142,7.93229191016202,30.66988150379159,10050
st_rfft,7004,2,0.1012931540608406,8,3015,11.688111568433438,8.089328900237582,31.509922233183097,10050
st_time,7004,1,0.10055090487003326,7,3015,11.680045673644344,8.072568967069559,31.40877419042575,10050
st_rfft,7005,17,0.11704835295677185,23,3015,11.796873669665793,8.166898813579806,31.520297768393764,10050
st_time,7005,8,0.10775307565927505,14,3015,11.793125532502385,8.129201788831113,31.27958595795443,10050
