variant,seed,rmse_difference_ugm3,mae_difference_ugm3,rmse_relative_change_percent
st_pairwise_delta,2024,-0.09836196899414062,-0.22801780700683594,-0.22948174238451857
st_pairwise_delta,2025,0.23088455200195312,0.29070281982421875,0.5617502513606043
st_pairwise_delta,2026,-0.7243537902832031,-0.527252197265625,-1.6996070992799317
