variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,1,0.10064180195331573,7,3015,13.860105243092375,8.516166908491904,22.203227371015203,10050
st_time,7001,1,0.10066051781177521,7,3015,13.83955580964805,8.511408085419763,22.220904479255598,10050
st_rfft,7002,1,0.10047399997711182,7,3015,14.025655784525718,8.65461704595765,22.480893040723984,10050
st_time,7002,1,0.10074562579393387,7,3015,13.972026878835077,8.607051773640647,22.375607832504254,10050
st_rfft,7003,1,0.10061176121234894,7,3015,13.85248943108766,8.47763263455671,21.97275075311143,10050
st_time,7003,23,0.10930915176868439,29,3015,13.685472909473445,8.350444117114318,21.755455936689046,10050
st_rfft,7004,2,0.1009782999753952,8,3015,13.591513938265088,8.430415613544522,22.225524860698517,10050
st_time,7004,15,0.11193834990262985,21,3015,13.445516586037451,8.298631755582136,21.882813275268635,10050
st_rfft,7005,1,0.1006878912448883,7,3015,13.825505260510978,8.566602989120863,22.386354813837237,10050
st_time,7005,1,0.10076282918453217,7,3015,13.792253762478975,8.562016381221031,22.398039207685244,10050
