result_dir,variant,seed,metric,recorded,recomputed,relative_difference,pass
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_persistence,deterministic,mse_scaled,0.0870599970221519,0.08705999702215195,4.782146203479654e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_persistence,deterministic,rmse_scaled,0.2950593110243293,0.29505931102432936,1.8813556853550918e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_persistence,deterministic,mae_scaled,0.1357817947864532,0.13578179478645325,4.08826170832116e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_persistence,deterministic,rmse_ugm3,21.987735748291016,21.987735748291016,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_persistence,deterministic,mae_ugm3,10.118420600891112,10.118420600891113,1.755567305873616e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_persistence,deterministic,smape_percent,15.181366920471191,15.181366920471191,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_daily_naive,deterministic,mse_scaled,1.5131192207336426,1.5131192207336426,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_daily_naive,deterministic,rmse_scaled,1.2300891108914194,1.2300891108914194,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_daily_naive,deterministic,mae_scaled,0.8775647878646851,0.8775647878646851,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_daily_naive,deterministic,rmse_ugm3,91.66588592529295,91.66588592529297,1.5502882639222784e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_daily_naive,deterministic,mae_ugm3,65.39588165283203,65.39588165283203,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_daily_naive,deterministic,smape_percent,77.234130859375,77.234130859375,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_climatology,deterministic,mse_scaled,0.9818383455276488,0.9818383455276489,1.1307594877326905e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_climatology,deterministic,rmse_scaled,0.990877563338503,0.990877563338503,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_climatology,deterministic,mae_scaled,0.749829888343811,0.749829888343811,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_climatology,deterministic,rmse_ugm3,73.83991241455078,73.83991241455078,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_climatology,deterministic,mae_ugm3,55.87711334228516,55.877113342285156,1.2716167555176745e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_climatology,deterministic,smape_percent,71.48023986816406,71.48023986816406,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_ar,deterministic,mse_scaled,0.087582990527153,0.08758299052715302,1.5845300239561908e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_ar,deterministic,rmse_scaled,0.2959442355024896,0.2959442355024896,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_ar,deterministic,mae_scaled,0.1348938792943954,0.13489387929439545,4.115171979753734e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_ar,deterministic,rmse_ugm3,22.053680419921875,22.053680419921875,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_ar,deterministic,mae_ugm3,10.052254676818848,10.052254676818848,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_ar,deterministic,smape_percent,16.66742706298828,16.66742706298828,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_ridge,deterministic,mse_scaled,0.0859333127737045,0.08593331277370453,3.2298970817894606e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_ridge,deterministic,rmse_scaled,0.2931438431448024,0.2931438431448024,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_ridge,deterministic,mae_scaled,0.14315927028656,0.14315927028656006,3.8775799234057213e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_ridge,deterministic,rmse_ugm3,21.84499740600586,21.84499740600586,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_ridge,deterministic,mae_ugm3,10.668188095092772,10.668188095092773,1.6650970376284906e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_ridge,deterministic,smape_percent,17.073970794677734,17.073970794677734,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_spatial_linear,deterministic,mse_scaled,0.0743841156363487,0.07438411563634872,3.731384769205459e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_spatial_linear,deterministic,rmse_scaled,0.2727345149341181,0.27273451493411816,2.035354830123614e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_spatial_linear,deterministic,mae_scaled,0.1424934118986129,0.14249341189861298,5.843549237640039e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_spatial_linear,deterministic,rmse_ugm3,20.324098587036133,20.324098587036133,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_spatial_linear,deterministic,mae_ugm3,10.618568420410156,10.618568420410156,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,trad_spatial_linear,deterministic,smape_percent,18.95062255859375,18.95062255859375,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,center_mlp_default,2047,mse_scaled,0.1305788159370422,0.13057881593704224,2.1255802801130543e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,center_mlp_default,2047,rmse_scaled,0.3613569093528477,0.36135690935284775,1.5361862412060273e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,center_mlp_default,2047,mae_scaled,0.222884252667427,0.22288425266742706,2.490582020349722e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,center_mlp_default,2047,rmse_ugm3,26.92821311950684,26.928213119506836,1.319327674299677e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,center_mlp_default,2047,mae_ugm3,16.609272003173828,16.609272003173828,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,center_mlp_default,2047,smape_percent,30.490196228027344,30.490196228027344,0.0,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,center_gru_default,2047,mse_scaled,0.1845634281635284,0.18456342816352844,3.0077004845225017e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,center_gru_default,2047,rmse_scaled,0.4296084591387004,0.42960845913870044,1.2921335707064344e-16,True
experiments/results/baselines_p1_smoke/beijing/24h_1h,center_gru_default,2047,mae_scaled,0.2557617723941803,0.2557617723941803,0.0,True
