variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters
trad_persistence,trad_persistence,deterministic,completed,0,,3.7700083339586854e-06,0.003076958004385233,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.5518298149108887,0.7428524852962993,0.43864643573760986,55.31479263305664,32.66278839111328,42.835975646972656,,
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,1.9400031305849552e-06,0.0018821410048985854,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.5081133842468262,1.2280526797523086,0.87673419713974,91.44409942626953,65.28398132324219,77.26527404785156,,
trad_climatology,trad_climatology,deterministic,completed,0,,0.012388000992359594,0.0019814489933196455,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,0.9855158925056458,0.9927315309315232,0.7522440552711487,73.92146301269531,56.01410675048828,71.60319519042969,,
trad_ar,trad_ar,deterministic,completed,0,,0.009251044000848196,0.002055667995591648,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_ar.npz,0.471225380897522,0.6864585791564717,0.43619006872177124,51.11554718017578,32.47987747192383,45.43571090698242,,
trad_ridge,trad_ridge,deterministic,completed,0,,0.016802665006252937,0.00223296599870082,test,0,0,A,not_applicable,not_applicable,1,10.0,predictions/trad_ridge.npz,0.4651435613632202,0.6820143410246006,0.4307202994823456,50.78461837768555,32.07258987426758,45.08074951171875,,
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.25557572300022,0.007611239998368546,test,0,0,A,not_applicable,not_applicable,18,100.0,predictions/trad_spatial_linear.npz,0.6269736886024475,0.7918167013914569,0.5200488567352295,58.960792541503906,38.72423553466797,56.062007904052734,,
center_gru_default,center_gru,2047,completed,19,0.791337788105011,7.580200444004731,0.0167405050015077,test,32112,32112,B,default,default,1,,predictions/center_gru_default_seed2047.npz,0.45771369338035583,0.6765454111738219,0.4270477294921875,50.37738800048828,31.799116134643555,43.73809814453125,[9],"{""hidden_size"": 100}"
center_gru_default,center_gru,2048,completed,26,0.7929512858390808,9.199094060008065,0.0167482149990974,test,32112,32112,B,default,default,1,,predictions/center_gru_default_seed2048.npz,0.4513481855392456,0.6718245199002829,0.4261307120323181,50.025856018066406,31.730836868286133,43.73929977416992,[9],"{""hidden_size"": 100}"
center_gru_default,center_gru,2049,completed,25,0.7720959186553955,9.125065710002673,0.016706135007552803,test,32112,32112,B,default,default,1,,predictions/center_gru_default_seed2049.npz,0.45345160365104675,0.6733881522948312,0.427504301071167,50.14228820800781,31.833120346069336,44.19293975830078,[9],"{""hidden_size"": 100}"
center_lstm_default,center_lstm,2047,completed,17,0.7325414419174194,4.267922941013239,0.012242752010934055,test,42412,42412,B,default,default,1,,predictions/center_lstm_default_seed2047.npz,0.5361416935920715,0.7322169716635033,0.48153263330459595,54.52284240722656,35.8562126159668,47.496009826660156,[9],"{""hidden_size"": 100}"
center_lstm_default,center_lstm,2048,completed,18,0.7782832980155945,4.578707188004046,0.01222971199604217,test,42412,42412,B,default,default,1,,predictions/center_lstm_default_seed2048.npz,0.523346483707428,0.7234269028087275,0.46664202213287354,53.868309020996094,34.747413635253906,46.29429244995117,[9],"{""hidden_size"": 100}"
center_lstm_default,center_lstm,2049,completed,10,0.780738115310669,3.0829174899990903,0.012298611996811815,test,42412,42412,B,default,default,1,,predictions/center_lstm_default_seed2049.npz,0.5070741176605225,0.7120913688990497,0.4506687819957733,53.02423858642578,33.558006286621094,46.024776458740234,[9],"{""hidden_size"": 100}"
center_tcn_default,center_tcn,2047,completed,28,0.879599392414093,215.05758786400838,0.6178832340083318,test,66962,66962,B,default,default,1,,predictions/center_tcn_default_seed2047.npz,0.5653301477432251,0.7518843978586237,0.5193583369255066,55.987327575683594,38.67281723022461,53.25592041015625,[9],"{""ks"": 7, ""layers"": [25, 25, 25, 25, 25, 25, 25, 25]}"
center_tcn_default,center_tcn,2048,completed,36,0.8711857795715332,237.42055200699542,0.2880014080001274,test,66962,66962,B,default,default,1,,predictions/center_tcn_default_seed2048.npz,0.5547540783882141,0.7448181512209635,0.500805675983429,55.46115493774414,37.29133224487305,51.29322814941406,[9],"{""ks"": 7, ""layers"": [25, 25, 25, 25, 25, 25, 25, 25]}"
center_tcn_default,center_tcn,2049,completed,30,0.814018189907074,225.71478300800663,0.2875536009960342,test,66962,66962,B,default,default,1,,predictions/center_tcn_default_seed2049.npz,0.5827644467353821,0.7633901012820261,0.5257105231285095,56.84407424926758,39.14582061767578,53.72442626953125,[9],"{""ks"": 7, ""layers"": [25, 25, 25, 25, 25, 25, 25, 25]}"
