epoch,train_loss,valid_loss
1,0.5902357488470755,0.9381964802742004
2,0.5870470888215381,0.9336404204368591
3,0.5848777952209221,0.9295589327812195
4,0.5796260032133292,0.9287234544754028
5,0.5790411782162028,0.9284490942955017
6,0.5736591089772964,0.9292994737625122
7,0.571747167844616,0.9284998178482056
8,0.5728569694143545,0.9217795729637146
9,0.5695510408588843,0.9165387153625488
10,0.5708830458489558,0.9148667454719543
11,0.5679621116914002,0.9129320383071899
12,0.5671893928014267,0.9122546315193176
13,0.5672056428817837,0.9114684462547302
14,0.5654396257871268,0.9110257029533386
15,0.5652356812925119,0.9115625619888306
16,0.5640163395861748,0.9104236364364624
17,0.5629185548045096,0.9099058508872986
18,0.562410713505899,0.9088066220283508
19,0.5636595708853522,0.9091187119483948
20,0.5623392025149182,0.9093691110610962
21,0.560598994577012,0.9090048670768738
22,0.5596658108308257,0.908174991607666
23,0.5584125348189541,0.9071481227874756
24,0.5577901370757973,0.9088723063468933
25,0.5576387505885168,0.9068668484687805
26,0.5578100919348328,0.9069185256958008
27,0.5573892673356892,0.904844343662262
28,0.5569641981196755,0.9029320478439331
29,0.5557157687444214,0.9029616713523865
30,0.5553158388758646,0.9037488698959351
