variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,29,0.15092569589614868,30,1572,8.902530108030415,6.161206100111236,25.01089660727176,5106
st_time,7001,6,0.10891401767730713,12,1572,8.972885987352667,6.197898116150978,24.983223301258487,5106
st_rfft,7002,14,0.12680719792842865,20,1572,8.868518052952842,6.171862150984935,25.18506724545515,5106
st_time,7002,4,0.10707605630159378,10,1572,8.878171628123294,6.160317113527447,24.990049992728842,5106
st_rfft,7003,18,0.12586602568626404,24,1572,8.818902934215364,6.086269611384044,24.795957775188032,5106
st_time,7003,3,0.10193225741386414,9,1572,8.875909265714473,6.158372089342654,25.168096005587927,5106
st_rfft,7004,23,0.1369168758392334,29,1572,8.837171384588883,6.124911874217516,25.05324130292238,5106
st_time,7004,5,0.10689767450094223,11,1572,8.881620588437901,6.165623220330914,25.18364870001682,5106
st_rfft,7005,12,0.12191464006900787,18,1572,8.903739330199725,6.181143780105776,25.106304537159286,5106
st_time,7005,5,0.10926668345928192,11,1572,8.915890402177222,6.176971011567106,24.955333875059793,5106
