variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,30,0.1289576292037964,30,610,6.377534678672839,3.7685608237002377,10.128794800813314,1704
st_time,7001,29,0.12196018546819687,30,610,6.378990447902257,3.770275459602965,10.131998441841693,1704
st_rfft,7002,28,0.12618893384933472,30,610,6.220755856089874,3.6682592087508366,9.849203417708837,1704
st_time,7002,28,0.11866816878318787,30,610,6.229210282064909,3.6815592179276013,9.915493448518475,1704
st_rfft,7003,18,0.11439725756645203,24,610,6.298659992367035,3.709262234504234,9.916045563883147,1704
st_time,7003,11,0.10665076225996017,17,610,6.311006449070118,3.7126967436830762,9.935729134970813,1704
st_rfft,7004,29,0.13318096101284027,30,610,6.345143768420188,3.7562526749892973,10.031670415282036,1704
st_time,7004,28,0.1245565414428711,30,610,6.364170833339376,3.767210194762324,10.101432835345317,1704
st_rfft,7005,24,0.12913432717323303,30,610,6.309032637845065,3.6902044826829936,9.925148849172773,1704
st_time,7005,15,0.11791621893644333,21,610,6.319963015373349,3.6975097544316395,9.959600555568421,1704
