variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,7,0.10760607570409775,13,11673,17.431276762028553,12.927201347373476,42.50167560540129,37464
st_time,7001,5,0.10523826628923416,11,11673,17.409703749021563,12.910802682648097,42.41429564031931,37464
st_rfft,7002,30,0.13777512311935425,30,11673,17.106070691474148,12.693590837387404,41.73676125265766,37464
st_time,7002,17,0.11983613669872284,23,11673,17.084962685874057,12.68050483610547,41.794618026608156,37464
st_rfft,7003,28,0.13266058266162872,30,11673,17.33098239583601,12.828073706658458,41.99427012822671,37464
st_time,7003,22,0.12276575714349747,28,11673,17.303873832791044,12.807546351013492,42.059358972686255,37464
st_rfft,7004,24,0.1254676878452301,30,11673,17.222775393670037,12.730383900987167,41.52083373600933,37464
st_time,7004,1,0.10077554732561111,7,11673,17.25959045806348,12.77044440369664,41.716501739907265,37464
st_rfft,7005,21,0.12469121068716049,27,11673,17.089910772620353,12.646091726786963,41.392292091424665,37464
st_time,7005,21,0.11403445154428482,27,11673,17.08648207814623,12.643656268833592,41.452951288958516,37464
