task,seed,variant,checkpoint_role,checkpoint_path,checkpoint_sha256,model_state_sha256,initialized_from_checkpoint,initialized_from_sha256,patchtst_frozen,source_f00_checkpoint_patchtst_sha256,patchtst_initial_state_sha256,patchtst_initial_complete_state_sha256,patchtst_checkpoint_state_sha256,patchtst_final_loaded_state_sha256,patchtst_final_loaded_complete_state_sha256,patchtst_state_unchanged_from_f00_initialization,shared_by_adapter_variants,base_state_sha256
168h_6h,2060,F00,best_validation_base,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/F00_seed2060.pt,ba5883868552077353837c9052e75ba858fa8596cd9a2392fc1df5eba2bb3f53,be07f29462999f09703fd41aff6d5ccd125be3f53e8a0d94afe4963248f39203,,,False,,53e5adb14f1640b2724a84a24964f7bc283c13ca894f69ddd1b123815b14cbc2,ebbe97f2afbfacf2bd523af90d390c4ebf1dd646928d4f20f7522463b18e3f69,3f0298c8bbfb5226a36506a32cbc648e8d026fbf79ebdb81e22f402e9e3c3f00,3f0298c8bbfb5226a36506a32cbc648e8d026fbf79ebdb81e22f402e9e3c3f00,701f5548ba0f092b694c268ebd812f5625e06bef2e068fbd55a0d70d3c7bca34,False,F01,
168h_6h,2060,F10,best_validation_base,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/F10_seed2060.pt,cc3ba20f6e63c1be354311f2f60cb0676a275aca1093a3f737958b7957355012,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/F00_seed2060.pt,ba5883868552077353837c9052e75ba858fa8596cd9a2392fc1df5eba2bb3f53,True,3f0298c8bbfb5226a36506a32cbc648e8d026fbf79ebdb81e22f402e9e3c3f00,3f0298c8bbfb5226a36506a32cbc648e8d026fbf79ebdb81e22f402e9e3c3f00,701f5548ba0f092b694c268ebd812f5625e06bef2e068fbd55a0d70d3c7bca34,3f0298c8bbfb5226a36506a32cbc648e8d026fbf79ebdb81e22f402e9e3c3f00,3f0298c8bbfb5226a36506a32cbc648e8d026fbf79ebdb81e22f402e9e3c3f00,701f5548ba0f092b694c268ebd812f5625e06bef2e068fbd55a0d70d3c7bca34,True,"F11,B1,B2,B_flat,B3",
168h_6h,2060,F01,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/F01_seed2060.pt,1f285c454d05b21cf5c199a3d50b831eec7493e01ea5406b91b825208b5b504c,1bdada51164e6f4792c585ad4903fbbad3fd246edbe3adf2b1f17d9c840197f8,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/F00_seed2060.pt,ba5883868552077353837c9052e75ba858fa8596cd9a2392fc1df5eba2bb3f53,True,,,,,,,,,be07f29462999f09703fd41aff6d5ccd125be3f53e8a0d94afe4963248f39203
168h_6h,2060,F11,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/F11_seed2060.pt,1fc5c849305a21b60c032b0b929bf87160100b11fdd6db93197d8c41bc27f80f,f2a508b83dab1acd8c01bd5eac3ecb1af7f6136dc7cf396640914ee5ad1631ce,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/F10_seed2060.pt,cc3ba20f6e63c1be354311f2f60cb0676a275aca1093a3f737958b7957355012,True,,,,,,,,,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9
168h_6h,2060,B1,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/B1_seed2060.pt,b1744319581d037cd20ab041b6943b395b0f3a7345cc8e9b3d577d3a163fece6,0ca4e6ee095617939b32ec0820fa5db955d84faafd1c140f79a4b47f6e33bc30,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/F10_seed2060.pt,cc3ba20f6e63c1be354311f2f60cb0676a275aca1093a3f737958b7957355012,True,,,,,,,,,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9
168h_6h,2060,B2,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/B2_seed2060.pt,1ef555bae6c0906d67dfc9ca7a69dad000a76f23c6da7b43bbdfb9a3ab513c4d,7c3543cd5e02ef01d9c3aacfaedc68e4ccc1edf158f1e9e102d5cbe7bec92fee,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/F10_seed2060.pt,cc3ba20f6e63c1be354311f2f60cb0676a275aca1093a3f737958b7957355012,True,,,,,,,,,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9
168h_6h,2060,B_flat,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/B_flat_seed2060.pt,227babb433bbd34896280cda6a3a7e17fcd0b455db3071d47bd3ba55e1fd014e,284052908eea9d22b8fa6c0d4c6ff27ab0988fa3f42a49a486a058e2b91c1675,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/F10_seed2060.pt,cc3ba20f6e63c1be354311f2f60cb0676a275aca1093a3f737958b7957355012,True,,,,,,,,,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9
168h_6h,2060,B3,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/B3_seed2060.pt,a785be64118938e2e91b4a7a541810c0dc2aa30304347fa5f7047784c6f7270c,3d4f103938ae1e38669f8acb024ea4929e549d90e00fb573e206833d1ff0e3d9,experiments/results/cross_variable_lag_adapter/l1_selection_168h_6h_smoke/checkpoints/F10_seed2060.pt,cc3ba20f6e63c1be354311f2f60cb0676a275aca1093a3f737958b7957355012,True,,,,,,,,,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9
