task,seed,variant,base_variant,best_epoch,best_validation_loss,training_seconds,trainable_parameter_count,checkpoint_sha256,base_state_before_sha256,base_state_after_sha256,base_state_unchanged,source_f00_checkpoint_patchtst_sha256,patchtst_initial_state_sha256,patchtst_checkpoint_state_sha256,patchtst_final_loaded_state_sha256,patchtst_initial_complete_state_sha256,patchtst_final_loaded_complete_state_sha256,patchtst_state_unchanged,patchtst_locked_eval,initial_adapter_state_sha256,base_checkpoint_sha256,base_eval_during_adapter,base_parameters_require_grad,base_gradients_none
168h_6h,2060,F00,F00,1,0.8113735914230347,1.8620368069969118,31089,ba5883868552077353837c9052e75ba858fa8596cd9a2392fc1df5eba2bb3f53,ec68c5d3f9d69b0b6722e47403167698ce9cd1782ab5a4bbf0bce57738fa226f,be07f29462999f09703fd41aff6d5ccd125be3f53e8a0d94afe4963248f39203,False,,53e5adb14f1640b2724a84a24964f7bc283c13ca894f69ddd1b123815b14cbc2,3f0298c8bbfb5226a36506a32cbc648e8d026fbf79ebdb81e22f402e9e3c3f00,3f0298c8bbfb5226a36506a32cbc648e8d026fbf79ebdb81e22f402e9e3c3f00,ebbe97f2afbfacf2bd523af90d390c4ebf1dd646928d4f20f7522463b18e3f69,701f5548ba0f092b694c268ebd812f5625e06bef2e068fbd55a0d70d3c7bca34,False,False,,,,,
168h_6h,2060,F10,F10,1,0.8110173344612122,1.0230451589959557,5418,cc3ba20f6e63c1be354311f2f60cb0676a275aca1093a3f737958b7957355012,01c2b75491a8e8291fdc26901e7c050ec764f5be9c997cb64e0d2e747b6d3594,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9,False,3f0298c8bbfb5226a36506a32cbc648e8d026fbf79ebdb81e22f402e9e3c3f00,3f0298c8bbfb5226a36506a32cbc648e8d026fbf79ebdb81e22f402e9e3c3f00,3f0298c8bbfb5226a36506a32cbc648e8d026fbf79ebdb81e22f402e9e3c3f00,3f0298c8bbfb5226a36506a32cbc648e8d026fbf79ebdb81e22f402e9e3c3f00,701f5548ba0f092b694c268ebd812f5625e06bef2e068fbd55a0d70d3c7bca34,701f5548ba0f092b694c268ebd812f5625e06bef2e068fbd55a0d70d3c7bca34,True,True,,,,,
168h_6h,2060,F01,F00,1,0.8113497495651245,0.02438877800159389,6547,1f285c454d05b21cf5c199a3d50b831eec7493e01ea5406b91b825208b5b504c,be07f29462999f09703fd41aff6d5ccd125be3f53e8a0d94afe4963248f39203,be07f29462999f09703fd41aff6d5ccd125be3f53e8a0d94afe4963248f39203,True,,,,,,,,,4af71fe3aaa70eae263fa91c600f16087148a03669ea45669e85e4d84ac4b116,ba5883868552077353837c9052e75ba858fa8596cd9a2392fc1df5eba2bb3f53,True,False,True
168h_6h,2060,F11,F10,1,0.8109936118125916,0.02587927699642023,6547,1fc5c849305a21b60c032b0b929bf87160100b11fdd6db93197d8c41bc27f80f,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9,True,,,,,,,,,4af71fe3aaa70eae263fa91c600f16087148a03669ea45669e85e4d84ac4b116,cc3ba20f6e63c1be354311f2f60cb0676a275aca1093a3f737958b7957355012,True,False,True
168h_6h,2060,B1,F10,1,0.8109930157661438,0.025947815003746655,6547,b1744319581d037cd20ab041b6943b395b0f3a7345cc8e9b3d577d3a163fece6,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9,True,,,,,,,,,4af71fe3aaa70eae263fa91c600f16087148a03669ea45669e85e4d84ac4b116,cc3ba20f6e63c1be354311f2f60cb0676a275aca1093a3f737958b7957355012,True,False,True
168h_6h,2060,B2,F10,1,0.8109936118125916,0.11461888699705014,6547,1ef555bae6c0906d67dfc9ca7a69dad000a76f23c6da7b43bbdfb9a3ab513c4d,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9,True,,,,,,,,,4af71fe3aaa70eae263fa91c600f16087148a03669ea45669e85e4d84ac4b116,cc3ba20f6e63c1be354311f2f60cb0676a275aca1093a3f737958b7957355012,True,False,True
168h_6h,2060,B_flat,F10,1,0.8110059499740601,0.00267621500097448,6540,227babb433bbd34896280cda6a3a7e17fcd0b455db3071d47bd3ba55e1fd014e,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9,True,,,,,,,,,1b21b4ad8c39bd4ccf9f3ff17d7867d32b296a83e9dd8cbdd13ae305967be80c,cc3ba20f6e63c1be354311f2f60cb0676a275aca1093a3f737958b7957355012,True,False,True
168h_6h,2060,B3,F10,1,0.8110021352767944,0.016501279002113733,6547,a785be64118938e2e91b4a7a541810c0dc2aa30304347fa5f7047784c6f7270c,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9,0f13c8b770bdd84003be0e893c9a02284ad8cdc9b532b6553ce39ad7e5a7f0f9,True,,,,,,,,,4af71fe3aaa70eae263fa91c600f16087148a03669ea45669e85e4d84ac4b116,cc3ba20f6e63c1be354311f2f60cb0676a275aca1093a3f737958b7957355012,True,False,True
