variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,2,0.10170938819646835,8,11673,21.76686551445051,14.109730971168881,37.330199182827386,39768
st_time,7001,1,0.10074907541275024,7,11673,21.770408598977877,14.078028552946106,37.2801945855789,39768
st_rfft,7002,2,0.10182172060012817,8,11673,22.10732037638077,14.32714314140369,37.63535618344731,39768
st_time,7002,1,0.10079600661993027,7,11673,22.109473762573778,14.299436920151052,37.612365293594046,39768
st_rfft,7003,2,0.10182304680347443,8,11673,22.12737503448255,14.47343376435353,38.10534719787418,39768
st_time,7003,21,0.11112835258245468,27,11673,21.78994968289917,14.255085489059736,37.602504953189204,39768
st_rfft,7004,2,0.10183220356702805,8,11673,22.10163984239685,14.534706918556813,38.13228764516147,39768
st_time,7004,1,0.10078437626361847,7,11673,22.08480195691395,14.487290821092706,38.05542763003824,39768
st_rfft,7005,1,0.10077878087759018,7,11673,22.17219352386361,14.394914491582842,37.85499833866165,39768
st_time,7005,1,0.10081319510936737,7,11673,22.09725124496907,14.335703475689701,37.74385174393438,39768
