epoch,train_loss,valid_loss,learning_rate
1,0.5726853508047822,0.42577576637268066,0.001
2,0.4343894188665557,0.3958021402359009,0.001
3,0.41039588152530493,0.4014832675457001,0.001
4,0.40564678492187534,0.4033942222595215,0.001
5,0.4031536345841203,0.3998888432979584,0.001
6,0.39315809116459816,0.4009389579296112,0.0005
7,0.3934900719012519,0.4027121365070343,0.0005
8,0.39102882916479936,0.40132635831832886,0.0005
9,0.3934504285251697,0.39797043800354004,0.0005
10,0.38877206628809147,0.3966188430786133,0.00025
