epoch,train_loss,valid_loss,learning_rate
1,0.8187922638559788,0.5366638898849487,0.001
2,0.5137652755370772,0.4388587176799774,0.001
3,0.454909020545858,0.4156883656978607,0.001
4,0.42806437152141696,0.4064353406429291,0.001
5,0.42764121532303184,0.40430623292922974,0.001
6,0.4198330328335728,0.40531259775161743,0.001
7,0.4116046648369186,0.4005407989025116,0.001
8,0.41094434222179255,0.40374162793159485,0.001
9,0.4098244708045483,0.4011854827404022,0.001
10,0.4039777552889713,0.4018382728099823,0.001
11,0.4086033082902774,0.4035401940345764,0.0005
12,0.4015223594491577,0.4013177156448364,0.0005
13,0.3985596330632445,0.4015491306781769,0.0005
14,0.40221372327474203,0.40070146322250366,0.0005
15,0.4009742191361982,0.39907339215278625,0.0005
16,0.39472470433620804,0.39963096380233765,0.0005
17,0.3969400980274502,0.3993106484413147,0.0005
18,0.3969449516519735,0.4004586637020111,0.0005
19,0.4003121801255235,0.3992665112018585,0.00025
20,0.3968376769032742,0.39882272481918335,0.00025
21,0.3967803587635208,0.39864519238471985,0.00025
22,0.393392252615766,0.399526983499527,0.00025
23,0.3949191662609978,0.399158775806427,0.00025
24,0.3939103783400183,0.4001951217651367,0.00025
25,0.3949422887825375,0.3992697596549988,0.000125
26,0.3931561196511885,0.39903002977371216,0.000125
27,0.3909636567112965,0.39920493960380554,0.000125
28,0.3939081066358541,0.39926931262016296,0.000125
29,0.38972710391273835,0.39888641238212585,6.25e-05
