epoch,train_loss,valid_loss,learning_rate
1,0.918465226844621,0.6287894248962402,0.001
2,0.6319309597413855,0.5282484889030457,0.001
3,0.5920529760294332,0.5190737843513489,0.001
4,0.5610997693338254,0.5055787563323975,0.001
5,0.5524776253749576,0.5024490356445312,0.001
6,0.535441347020656,0.4949222803115845,0.001
7,0.5296095367664775,0.48701199889183044,0.001
8,0.5156278689395734,0.48016175627708435,0.001
9,0.50145093296925,0.47607752680778503,0.001
10,0.49896988069124554,0.4701897203922272,0.001
11,0.4875132841755459,0.46523401141166687,0.001
12,0.48506321647331213,0.46584978699684143,0.001
13,0.4774605675863918,0.4623849093914032,0.001
14,0.4691135042593644,0.4543401002883911,0.001
15,0.4617190011086634,0.44781285524368286,0.001
16,0.45847784339686837,0.44615790247917175,0.001
17,0.4599102157233991,0.4403056204319,0.001
18,0.4465234932240311,0.4351516366004944,0.001
19,0.4418530996269319,0.43250757455825806,0.001
20,0.443486972706323,0.43263283371925354,0.001
21,0.4369796394489606,0.42748939990997314,0.001
22,0.43465574387356365,0.42936331033706665,0.001
23,0.4234762995520203,0.42401158809661865,0.001
24,0.4248693533091294,0.42094895243644714,0.001
25,0.42363598652121626,0.42127901315689087,0.001
26,0.4215919851884919,0.4226730763912201,0.001
27,0.4191564404500605,0.4129706919193268,0.001
28,0.4162106637717115,0.4127763509750366,0.001
29,0.40924962667130305,0.4119410216808319,0.001
30,0.40666421405827935,0.41393545269966125,0.001
31,0.404833267297167,0.40777939558029175,0.001
32,0.40375435120404557,0.40674957633018494,0.001
33,0.4030084768807119,0.4104161858558655,0.001
34,0.4001653350166765,0.40169745683670044,0.001
35,0.3987412259283568,0.4037894308567047,0.001
36,0.3954788106960766,0.4041169285774231,0.001
37,0.39668725328949594,0.40378859639167786,0.001
38,0.39598394242673257,0.4014807641506195,0.001
39,0.3909687957844306,0.4007877707481384,0.001
40,0.3894652186884823,0.39885586500167847,0.001
