variant,seed,rmse_difference_ugm3,mae_difference_ugm3,rmse_relative_change_percent
st_sparse_station_bias_delta_forecast,2047,-1.1426277160644531,-0.44678688049316406,-3.510618597782522
st_sparse_station_bias_delta_forecast,2048,-1.1231231689453125,-0.4806861877441406,-3.514734349675952
st_sparse_station_bias_delta_forecast,2049,-0.9766864776611328,-0.4290504455566406,-3.0508821351938775
st_sparse_station_bias_delta_forecast,2050,-0.6684627532958984,-0.2577323913574219,-2.102066276803116
st_sparse_station_bias_delta_forecast,2051,-0.9172630310058594,-0.5408744812011719,-2.8670866194496547
