task,variant,seed,epoch,train_loss,validation_loss,learning_rate,patchtst_eval_during_locked_training,patchtst_persistent_state_sha256,patchtst_complete_state_sha256,patchtst_all_parameters_buffers_equal_to_initialization
24h_1h,F10,2061,1,0.045786141463663346,0.10312983393669128,0.001,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,2,0.045243327142994,0.10207947343587875,0.001,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,3,0.045094535164608235,0.10061322897672653,0.001,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,4,0.04450191941158633,0.09939302504062653,0.001,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,5,0.04417942254056943,0.09886227548122406,0.001,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,6,0.04379740869473927,0.09887871146202087,0.001,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,7,0.04367362429981304,0.09837856888771057,0.001,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,8,0.04362735676761539,0.09819100797176361,0.001,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,9,0.04328632321923522,0.09670431911945343,0.001,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,10,0.04307152298916456,0.09602341800928116,0.001,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,11,0.04311012189784078,0.09682829678058624,0.001,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,12,0.04291687541310117,0.09694219380617142,0.001,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,13,0.04286746778077133,0.0964978039264679,0.001,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,14,0.042583386261887075,0.09632314741611481,0.0005,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,15,0.04268889952287536,0.09627444297075272,0.0005,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,16,0.042549114047349006,0.09627017378807068,0.0005,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,17,0.042754318860323506,0.09643332660198212,0.0005,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
24h_1h,F10,2061,18,0.042496856936322526,0.09622807055711746,0.00025,True,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True
