task,variant,seed,epoch,train_loss,validation_loss,learning_rate,patchtst_eval_during_locked_training,patchtst_persistent_state_sha256,patchtst_complete_state_sha256,patchtst_all_parameters_buffers_equal_to_initialization
24h_1h,F00,2062,11,0.06035908523851856,0.10345037281513214,0.001,,883d974617f231535016f46e0821759c502617d82a25701f9f5009c1f2901da3,17a50882876fec69ddd7c029abd21dd0c935c21cabce541bef40a907d00c5caf,
24h_1h,F00,2062,12,0.06172594930622885,0.1060989573597908,0.001,,5eb4bb6669c0ad69684062c99d56e1f7714d152e8493c476a0bcc05662c7ee2c,4d4937413a6e78c1c0cb95fd9f28ae5322aa9102341ee910931b469b1d7865b6,
24h_1h,F00,2062,13,0.056742287220795634,0.10330154746770859,0.001,,3fa7f9809caf607f00fab247607b44393939a3cfa3ad58280eddc18b7efb3537,9325ef05ef4712faf3fce93e786a7426fbe32a1cd20d5211df1a328d9c18252b,
24h_1h,F00,2062,14,0.05801852000846766,0.10188542306423187,0.001,,b10c4796992b111c96bdb82aaca7e197178f40ee186333a9fbace1e0cc038583,7fa00737061c1def1c981cbfac792096324dda6daa991f98f3557713ec7ea060,
24h_1h,F00,2062,15,0.05735535839402996,0.10651004314422607,0.001,,b27f20e2f7bd05acac84447706d3491e89b05e4a1507d43dfefdc5fd646fc002,abec3554986a88691af706789210a27a22cb86ed6efab8bfa236ece7e68e549f,
24h_1h,F00,2062,16,0.05674736366193124,0.10346192121505737,0.001,,703fbd9995c19ccb4c4812629fec226440f53a74930aa842a5e811d22804ed54,52b0aea92e21e92be4a038a8a7676ab1d6bd124fc7e71237cf31c487a873baf8,
24h_1h,F00,2062,17,0.05686690788606295,0.10547062009572983,0.001,,085cc2233846ce192096cfba8eda5e523a38ef321d1270694e1da3c3fdb6679e,3b085acaf5b1eca7ef65c584acb964b286aa8a51dd3c768c91063d49ae4fd7c3,
24h_1h,F00,2062,18,0.05606241526659127,0.10397835075855255,0.0005,,97619e3380006db5357a113a68d1b7788fb3824f576f825e72eb0d4759c2ec29,80af3b9919d75caeb9dc6303eea988e5d6aa80fb6159065f7ab7e88b7b9dcfd7,
24h_1h,F00,2062,19,0.05560933910285872,0.10282459110021591,0.0005,,c749a82cd3c813efd27d0204e3b9b0072f98075cdc1753b298a44cfb00f701ad,5c8de048ec14176f6148bde6ee7d56e674041e86849aac0fece2bcf03f5cc86e,
24h_1h,F00,2062,20,0.054406999741493677,0.10170865803956985,0.0005,,7337cccb2074ee82cf92333f76eb3bb90e23c76c21e36f04b920397521865275,be2ba396c244b8e7b907d1a2db03480f3939d6dd1a9a93f330e2d15c14f13b27,
24h_1h,F00,2062,21,0.053045746351311075,0.10201498866081238,0.0005,,2c66a37c78c7e75a0b5bc9ed74c8fbab63463bf54fd627a840ceb23b1f17ebc9,f5bc80bb78df271b5ca2a0aa02d45d44d54a1ceaac9aefcde394e3d1a56538fc,
24h_1h,F00,2062,22,0.05416916809444265,0.10205294191837311,0.0005,,23360d117dd01ec955a8333e253f582599b4d5dec40f46183470c7c02b698ebb,42b669d6668819aa3900c59c5e4eff862f4d9ee1bf8afb1bced8e304f5d56a09,
24h_1h,F00,2062,23,0.05513134794389023,0.1014777198433876,0.0005,,1f047e59606bd0eea38916dad1ed041a07b5bf7ded46ba3642e9517d9bbbf13e,f7b5870ffd0165f166c8dac90960040512fda9d25ca6254888a8974097a02025,
24h_1h,F00,2062,24,0.05320906600553223,0.10217723995447159,0.0005,,58c7b4a7b201eca392fcf7d80fe1a26ca32ca5ad25b3476c651b367088977cfb,8be06db316f12b465e932d953d47ff756df4509eb3710de7e6a7ead3f7d47be8,
24h_1h,F00,2062,25,0.054892584781535095,0.10351711511611938,0.0005,,51968fe2bb9e6bd9871893cb06ac0cd69d60d9db47618ec132c37a767a1888b0,a3aaaf840a4957f156cf8a4ac008b00f32756868394f10483a5f4711c669c510,
24h_1h,F00,2062,26,0.05343354590720184,0.10211685299873352,0.0005,,28de727a211b4c3eb4ef4e02f13dbb54ad4d11568f13f9d54ef306643ac450b5,b924a2a14368039b65e33d467618319117ca49685f1449fd3434d2651ba462c1,
24h_1h,F00,2062,27,0.052715636672697276,0.10222908854484558,0.00025,,a76f5df42558fb9f7c0ff8fefcd0301f275923608fa176a4f25671b8e523d9b8,386c7981f46edc5c518c7a8b954e7cb65f9837ed6bdc842705d0174369b7faa7,
24h_1h,F00,2062,28,0.05304885249445855,0.1016160100698471,0.00025,,a0c1dcd29054a2eda3b7c17d58667e27d072f020d94babd199d91da9c8ead3b4,9f27a9885326de8e427f7be282d44f6b262322301b9a3ee4aa4666a42b92bd57,
24h_1h,F00,2062,29,0.053608327777110915,0.10222926735877991,0.00025,,5ec95c089c4df156303cc084b07d1267c8263d16cb07723fdb4d3984f794ebf3,2099d8d631f4227ecf2156349a39ccbbd9362ecb034e2a3ac9608d1e3ef1b717,
24h_1h,F00,2062,30,0.05284300096425732,0.10130234062671661,0.00025,,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,
24h_1h,F00,2062,31,0.05195356849837163,0.10266070812940598,0.00025,,213b839702b074435688877a92c56b056debd15b69e51035317932efaf651154,d4b2784258aa474ae3a203b9e59f0e6051ab36e5fd47b9be035f5de31d2c94e8,
24h_1h,F00,2062,32,0.05439812746618648,0.10377131402492523,0.00025,,65cf369d23cf2e0444c56bfa1654c9bbb730cda62bd1a3c62e0cd3e5aa7b8b19,6d092872fe572b5f09b79cb0bc5be9680cb6684f1b8effafee318f20385d504f,
24h_1h,F00,2062,33,0.051870497266841856,0.10210401564836502,0.00025,,cb2dff2ff309d85bd75deb30cda12586e199c488cfda44933fef32a79aa1f864,1281284125eb8a3c66943ac6da2c8f5280b734f667ab329282518438b672a458,
24h_1h,F00,2062,34,0.05301522806569807,0.10209622979164124,0.000125,,d7ef7e4bef7234972de06e87ed198b6dba0366364158d22c533d2e32952330c1,55e0845d134f0dabc88fae951cbbbe1c6174fd8bb2b81b997e5e34a09723899a,
24h_1h,F00,2062,35,0.05302239971548885,0.10178005695343018,0.000125,,17e01c2b0e659ec99335aac92dafac6f3818a31f39c58c98e371c18c1b7806a1,2a793da6b926f2b0f64eec6643552b0dbc08f322a72522ff90aaea7d58c98154,
24h_1h,F00,2062,36,0.05241030566857856,0.10217872262001038,0.000125,,3c3e4053decce3303fdb8dcc1edd755cc296ae189fc3f06e21d80a25177d3c16,07368c092f8d4cb2f218225352abe9799a5490a228c6f86b7def2a887a7cd935,
24h_1h,F00,2062,37,0.05228332778013213,0.1019258052110672,0.000125,,0b60fa879d21d5b451ae41efe1d52076769d37b4011cfcd4ce752f7ad605b22a,f9455e09959d9cbed658fab52d0f76bb9ee343d6f5641d6459d2e6fb7f8faa0b,
24h_1h,F00,2062,38,0.05213838496587599,0.1017998531460762,6.25e-05,,277bac8bdc17e7e3a84deb8c8e19af741f1e9959d24976745d14344f421f7da4,7a2e9fdd10965981a3951e69554e3aecf1a5cb65ec4dd5e1c3ed4f00b557f15f,
