task,variant,seed,epoch,train_loss,validation_loss,learning_rate,patchtst_eval_during_locked_training,patchtst_persistent_state_sha256,patchtst_complete_state_sha256,patchtst_all_parameters_buffers_equal_to_initialization
24h_1h,F10,2062,1,0.04498270050559703,0.10111851245164871,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,2,0.044870384525417424,0.10042854398488998,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,3,0.04445214287305316,0.0995268002152443,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,4,0.04409688990746125,0.0985829308629036,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,5,0.04363364289614135,0.09649992734193802,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,6,0.043426753682302116,0.09618327021598816,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,7,0.043270470190259,0.09572654217481613,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,8,0.04282813931778122,0.09529204666614532,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,9,0.042565932793795246,0.09663260728120804,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,10,0.042588124560349584,0.09435246139764786,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,11,0.04223855873710124,0.09459519386291504,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,12,0.042296026294810676,0.09429723769426346,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,13,0.041872378897358564,0.09424860030412674,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,14,0.04215335500497949,0.09422966092824936,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,15,0.04205777834473908,0.09492401778697968,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,16,0.0415213357879199,0.09452800452709198,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,17,0.04164901862107583,0.09395058453083038,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
24h_1h,F10,2062,18,0.04160709162904456,0.09392346441745758,0.001,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True
