task,variant,seed,epoch,train_loss,validation_loss,learning_rate
24h_1h,B2,2060,1,0.041662851017951655,0.09567389637231827,0.001
24h_1h,B2,2060,2,0.04163681429072229,0.09570033848285675,0.001
24h_1h,B2,2060,3,0.04158875028302097,0.09567602723836899,0.001
24h_1h,B2,2060,4,0.04152038621947355,0.09563897550106049,0.001
24h_1h,B2,2060,5,0.04142353796176295,0.09554141014814377,0.001
24h_1h,B2,2060,6,0.04123313095330333,0.09502353519201279,0.001
24h_1h,B2,2060,7,0.040933256243070745,0.09455986320972443,0.001
24h_1h,B2,2060,8,0.04067247420471325,0.09466934204101562,0.001
24h_1h,B2,2060,9,0.04053727485307815,0.09448330849409103,0.001
24h_1h,B2,2060,10,0.040512951706934384,0.0944245308637619,0.001
24h_1h,B2,2060,11,0.040489052542495664,0.09439131617546082,0.001
24h_1h,B2,2060,12,0.040373247907239,0.09440650790929794,0.001
24h_1h,B2,2060,13,0.04033128337077089,0.09440503269433975,0.001
24h_1h,B2,2060,14,0.040319252548191624,0.09429679065942764,0.001
24h_1h,B2,2060,15,0.04026860244860037,0.09418292343616486,0.001
24h_1h,B2,2060,16,0.04026536536893972,0.09425632655620575,0.001
24h_1h,B2,2060,17,0.04024474692397361,0.09439685940742493,0.001
24h_1h,B2,2060,18,0.04017751000104344,0.09421936422586441,0.001
24h_1h,B2,2060,19,0.0401826896207662,0.09415028244256973,0.001
24h_1h,B2,2060,20,0.04012311308644102,0.09409776329994202,0.001
24h_1h,B2,2060,21,0.040079879327466775,0.09402423352003098,0.001
24h_1h,B2,2060,22,0.040022789595188776,0.09406686574220657,0.001
24h_1h,B2,2060,23,0.039988727116690166,0.09394533187150955,0.001
24h_1h,B2,2060,24,0.03992993275548948,0.09412831813097,0.001
24h_1h,B2,2060,25,0.03990910453301048,0.09409873932600021,0.001
24h_1h,B2,2060,26,0.03991829691980505,0.09395518898963928,0.001
24h_1h,B2,2060,27,0.04003220917223986,0.09346793591976166,0.001
24h_1h,B2,2060,28,0.039948892760741296,0.09350339323282242,0.001
24h_1h,B2,2060,29,0.03984968643574521,0.09391800314188004,0.001
24h_1h,B2,2060,30,0.03977206586015404,0.09387525171041489,0.001
24h_1h,B2,2060,31,0.0397403890775674,0.09387187659740448,0.0005
24h_1h,B2,2060,32,0.03970230600449605,0.09371215105056763,0.0005
24h_1h,B2,2060,33,0.03965641583298341,0.09376774728298187,0.0005
24h_1h,B2,2060,34,0.03963115020669123,0.09364170581102371,0.0005
24h_1h,B2,2060,35,0.039628143409497614,0.0937969833612442,0.00025
