task,variant,seed,epoch,train_loss,validation_loss,learning_rate
24h_1h,B_flat,2062,1,0.04014326313165332,0.09147854894399643,0.001
24h_1h,B_flat,2062,2,0.04012715297835905,0.09146858751773834,0.001
24h_1h,B_flat,2062,3,0.04007489118815327,0.09143256396055222,0.001
24h_1h,B_flat,2062,4,0.039969704284063726,0.09135974943637848,0.001
24h_1h,B_flat,2062,5,0.039818501632999735,0.09109748899936676,0.001
24h_1h,B_flat,2062,6,0.03963486399786997,0.09081872552633286,0.001
24h_1h,B_flat,2062,7,0.039442201063876144,0.09024373441934586,0.001
24h_1h,B_flat,2062,8,0.039269765064403286,0.09001922607421875,0.001
24h_1h,B_flat,2062,9,0.039124247994330015,0.08985833823680878,0.001
24h_1h,B_flat,2062,10,0.03899560051957376,0.08986145257949829,0.001
24h_1h,B_flat,2062,11,0.03887536032485197,0.08940453827381134,0.001
24h_1h,B_flat,2062,12,0.0387760203590308,0.0895116999745369,0.001
24h_1h,B_flat,2062,13,0.038656418629542,0.0895286574959755,0.001
24h_1h,B_flat,2062,14,0.03857967713707479,0.08947154134511948,0.001
24h_1h,B_flat,2062,15,0.038497519438455675,0.08949466049671173,0.0005
24h_1h,B_flat,2062,16,0.03840265329500274,0.08949049562215805,0.0005
24h_1h,B_flat,2062,17,0.03835851335001483,0.08949989080429077,0.0005
24h_1h,B_flat,2062,18,0.0383199751596671,0.08949290215969086,0.0005
24h_1h,B_flat,2062,19,0.03827288378696076,0.08950270712375641,0.00025
