task,variant,seed,epoch,train_loss,validation_loss,learning_rate,patchtst_eval_during_locked_training,patchtst_persistent_state_sha256,patchtst_complete_state_sha256,patchtst_all_parameters_buffers_equal_to_initialization
24h_1h,F10,2060,11,0.04463733058147128,0.10009745508432388,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,12,0.044413143184619086,0.09949369728565216,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,13,0.04424504986241431,0.09954670071601868,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,14,0.04420168403616589,0.09905385971069336,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,15,0.04387270698730041,0.09912480413913727,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,16,0.043827083810783325,0.09882529824972153,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,17,0.04350543871385332,0.09878557175397873,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,18,0.0434749104331425,0.09849562495946884,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,19,0.043384711385583204,0.09868710488080978,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,20,0.04320715362670848,0.09842626005411148,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,21,0.0430576028674353,0.09739221632480621,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,22,0.0428862639415592,0.09673106670379639,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,23,0.0428631764049224,0.09689413011074066,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,24,0.042741567599047375,0.09697435796260834,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,25,0.042628638119422774,0.09647192060947418,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,26,0.04263228852821474,0.09642812609672546,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,27,0.04253376645634357,0.09606398642063141,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,28,0.04258297894884343,0.09642671793699265,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,29,0.042224907258326665,0.09646047651767731,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,30,0.04222530348332551,0.09663897752761841,0.001,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,31,0.04233186018666022,0.09635595232248306,0.0005,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,32,0.042070730158128455,0.09631267189979553,0.0005,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,33,0.041977947174078045,0.09610484540462494,0.0005,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,34,0.04212406246551479,0.09589344263076782,0.0005,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,35,0.04202824852477513,0.0959547609090805,0.0005,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,36,0.04206095198224242,0.09567222744226456,0.0005,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,37,0.04191261322067388,0.0958302840590477,0.0005,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,38,0.0420242273849487,0.09580770879983902,0.0005,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,39,0.04192042101440511,0.09563901275396347,0.0005,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
24h_1h,F10,2060,40,0.04201777240099201,0.09577834606170654,0.0005,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True
