task,variant,seed,epoch,train_loss,validation_loss,learning_rate,patchtst_eval_during_locked_training,patchtst_persistent_state_sha256,patchtst_complete_state_sha256,patchtst_all_parameters_buffers_equal_to_initialization
24h_1h,F00,2060,1,0.269518989935449,0.26977571845054626,0.001,,87365f6d6f78041edb81b85aceb4f7b26c4c64eca7ef332329337b6c308ca547,f279682c7702449c7591d72639d4bbbef572685f6bd67eb6d1915e6af2803c53,
24h_1h,F00,2060,2,0.1227612551338312,0.15549877285957336,0.001,,eb3d5a02dcdeced0f0b77b8e4f4ded72d0db0895fa28e0d7c971ec412653cc1c,89ccf32380033bb86029678d5dc9f49de3b55ab965594ecfde738e4ffd0fdfcd,
24h_1h,F00,2060,3,0.09169326044409276,0.1303606480360031,0.001,,1ebbec912c4dad5885fd072ddbf6c2903bd662acfa86ed674942a9f3254d0748,356870cd0acb5c1792de98311587e49a488e35f5d7577409a848200db5f7fb79,
24h_1h,F00,2060,4,0.08560336638332272,0.12605106830596924,0.001,,08b8f9c001ad7f1d74437a4664267b5b83140ad7e2b07c180ac512399526851f,84b08c9672fd7b37a473ae83db86fef969d78b1d0b49efa80933717fa6ee87e9,
24h_1h,F00,2060,5,0.07908361229969929,0.12098734080791473,0.001,,bcbb7c4b0501f50512be6ff3961e8907afa1932532367b12326ac6be90af4d99,50dd0ccfe268a24795b4cb05a9983bc6944a881deb2133078fa086e67032dab1,
24h_1h,F00,2060,6,0.0772397001008622,0.11589879542589188,0.001,,8faf443dc55b7033084978da6ae6d46de738b6f9a73db147c24918ab32ac91da,abe964f74ed82c180e2eb62eeecf1a73df24df1a25dfcdfd605b98ad768bf9ae,
24h_1h,F00,2060,7,0.071073324710482,0.11170832067728043,0.001,,7a5c4cf86ed7ceca5498adadf67d7057d460bc03b46a9c6ed69fb6b7526696d6,5a5ce69e67b441b2eb849c21014add71769c944e2653ac8ccb821a42e7f50aa2,
24h_1h,F00,2060,8,0.06765437028819077,0.10938291996717453,0.001,,7a1b9c4ea2cf0dcb781e314fefeb5f1ce40f23349c64de81b5d64119aaab16b2,8d025df52eb8ea58ea089fb87013f00dc5f160db3a38183a72af086bc7ad97d8,
24h_1h,F00,2060,9,0.06730429511261127,0.11557218432426453,0.001,,d5d0933f8039da62a66a3886ff58dade0aaaadf38b75b8709376cbefb75fe08b,c0ab6701aad7435e09d75df523a93141e530c2b3254461055e43486ac90a20f5,
24h_1h,F00,2060,10,0.06480617263520864,0.11006633192300797,0.001,,f2eb70afcc6c4f2856003a75db11e74f062da779f5cef19ed79510f6f85a8bf4,2455a24b72332d68e730bc9094ea70691edb93bf496fee0146b345c734382f40,
