variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,30,0.13036224246025085,30,1572,13.382935408118954,8.188380162948446,23.32289379618177,5106
st_time,7001,27,0.129849374294281,30,1572,13.390967501080963,8.214034588160443,23.432770933354693,5106
st_rfft,7002,29,0.1201557070016861,30,1572,13.300691754594336,8.150511328864928,23.15538966870983,5106
st_time,7002,29,0.12553291022777557,30,1572,13.272061825351072,8.109940719380361,23.0130287406362,5106
st_rfft,7003,30,0.12891796231269836,30,1572,13.31732358317074,8.124287611636003,23.299327030877883,5106
st_time,7003,30,0.11719438433647156,30,1572,13.368325491204997,8.183441253629237,23.486447538644683,5106
st_rfft,7004,1,0.10070277750492096,7,1572,13.432279306790882,8.24622686694661,23.546732052876624,5106
st_time,7004,19,0.11643330752849579,25,1572,13.321456500855167,8.137330779551153,23.244624235558383,5106
st_rfft,7005,29,0.13148491084575653,30,1572,13.323149125155416,8.131345550546074,23.37748305378234,5106
st_time,7005,17,0.11893611401319504,23,1572,13.389687013860065,8.209641563812985,23.612702691578626,5106
