task,seed,metric,F00,F01,F10,F11,G_A_given_S0,G_A_given_S1,G_S_given_A0,G_comb,I,R_attn
24h_1h,2060,rmse_ugm3,43.96014307251944,43.96085956326035,43.98258559453895,43.98331334722378,-0.0007164907409062948,-0.0007277526848241678,-0.022442522019510136,-0.023170274704334304,1.126194391787294e-05,
24h_1h,2060,mae_ugm3,36.34880510965983,36.349912563959755,36.37619590759277,36.37730383872986,-0.0011074542999267578,-0.001107931137084961,-0.027390797932945077,-0.028498729070030038,4.76837158203125e-07,
24h_1h,2060,smape_percent,47.3651800652209,47.367811439570545,47.4210495809064,47.42368481432222,-0.0026313743496473307,-0.0026352334158232793,-0.055869515685500915,-0.058504749101324194,3.859066175948556e-06,
168h_6h,2060,rmse_ugm3,67.14210284387156,67.14111884758373,67.1273621120222,67.12638211636587,0.0009839962878288588,0.0009799956563227852,0.014740731849357758,0.015720727505680543,4.00063150607366e-06,0.004065697762845044
168h_6h,2060,mae_ugm3,53.372668862342834,53.3716344303555,53.35740077495575,53.35636591911316,0.001034431987335438,0.001034855842590332,0.015268087387084961,0.016302943229675293,-4.238552548940788e-07,-0.00040974685632622077
168h_6h,2060,smape_percent,57.01544086762147,57.01335789142439,56.987018706516665,56.98493800909442,0.0020829761970801997,0.0020806974222438157,0.028422161104806776,0.03050285852705059,2.2787748363839455e-06,0.0010939994607610526
