variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,1,0.10151546448469162,7,11673,21.657069274106412,13.923664054935863,36.00853070911663,40920
st_time,7001,13,0.12467030435800552,19,11673,21.530093474381065,13.874346995004112,35.94460476016361,40920
st_rfft,7002,2,0.10378964245319366,8,11673,21.99511830492726,14.198671275592853,36.483962819137695,40920
st_time,7002,9,0.11642680317163467,15,11673,21.912091858321748,14.1896113624088,36.562624098148646,40920
st_rfft,7003,2,0.10392505675554276,8,11673,21.644773213125863,13.963498512857237,35.969607920875504,40920
st_time,7003,14,0.12306889146566391,20,11673,21.567608907626077,13.979207747702725,36.07893099994317,40920
st_rfft,7004,2,0.10405060648918152,8,11673,21.831748673897096,14.084598700252096,36.27366490865939,40920
st_time,7004,13,0.12549331784248352,19,11673,21.715843278857527,14.043315757125004,36.430853546369626,40920
st_rfft,7005,1,0.10171213001012802,7,11673,21.736127138592163,13.899815156522735,35.859636695996,40920
st_time,7005,8,0.11553803086280823,14,11673,21.549902829068188,13.890194104773558,35.917855384356024,40920
