arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,11,0.413290798664093,19,6.267528877000586,False,False,c02bd329e7c89d87c89ffcc9e47f0c8e7d3601c4e6db608cd308e231b0776e15
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,38,0.3811327815055847,40,7.3017842219996965,True,True,c02bd329e7c89d87c89ffcc9e47f0c8e7d3601c4e6db608cd308e231b0776e15
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,32,0.411838173866272,40,13.233474189000844,False,False,c02bd329e7c89d87c89ffcc9e47f0c8e7d3601c4e6db608cd308e231b0776e15
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,35,0.3804285526275635,40,7.638266463000036,True,True,c02bd329e7c89d87c89ffcc9e47f0c8e7d3601c4e6db608cd308e231b0776e15
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,9,0.4025268256664276,17,5.80890057400029,False,False,c02bd329e7c89d87c89ffcc9e47f0c8e7d3601c4e6db608cd308e231b0776e15
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,22,0.3785202205181122,30,5.457366981998348,True,True,c02bd329e7c89d87c89ffcc9e47f0c8e7d3601c4e6db608cd308e231b0776e15
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,20,0.40851399302482605,28,9.25004855500083,False,False,c02bd329e7c89d87c89ffcc9e47f0c8e7d3601c4e6db608cd308e231b0776e15
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,40,0.3783077001571655,40,7.26885696699901,True,True,c02bd329e7c89d87c89ffcc9e47f0c8e7d3601c4e6db608cd308e231b0776e15
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,20,0.40727850794792175,28,9.122078962001979,False,False,c02bd329e7c89d87c89ffcc9e47f0c8e7d3601c4e6db608cd308e231b0776e15
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,33,0.37666353583335876,40,7.267167399000755,True,True,c02bd329e7c89d87c89ffcc9e47f0c8e7d3601c4e6db608cd308e231b0776e15
