variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters
trad_persistence,trad_persistence,deterministic,completed,0,,3.130000550299883e-06,0.003612583997892216,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.553827166557312,0.7441956507245336,0.4396231174468994,55.388458251953125,32.71995162963867,42.83939743041992,,
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,2.1099986042827368e-06,0.0018741170060820878,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.489940881729126,1.220631345545872,0.8724715113639832,90.8482666015625,64.93567657470703,77.1077651977539,,
trad_climatology,trad_climatology,deterministic,completed,0,,0.017117928990046494,0.002126334991771728,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,0.9876380562782288,0.993799806942137,0.7532548308372498,73.96581268310547,56.06270217895508,71.5619888305664,,
trad_ar,trad_ar,deterministic,completed,0,,0.010500795993721113,0.0021667539986083284,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_ar.npz,0.4725355803966522,0.6874122346864742,0.43676987290382385,51.16222381591797,32.507591247558594,45.39082336425781,,
trad_ridge,trad_ridge,deterministic,completed,0,,0.025587398005882278,0.002549482000176795,test,0,0,A,not_applicable,not_applicable,1,10.0,predictions/trad_ridge.npz,0.4623033404350281,0.679928923075808,0.42766353487968445,50.605262756347656,31.8298282623291,44.52983474731445,,
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.5461892269959208,0.03343732299981639,test,0,0,A,not_applicable,not_applicable,18,100.0,predictions/trad_spatial_linear.npz,0.670149564743042,0.8186266332969152,0.5483063459396362,60.92815399169922,40.80895233154297,60.28806686401367,,
center_gru_default,center_gru,2047,completed,20,0.8083783984184265,7.919290826990618,0.022570449000340886,test,32112,32112,B,default,default,1,,predictions/center_gru_default_seed2047.npz,0.4565553367137909,0.6756887868788344,0.432308167219162,50.289676666259766,32.17551803588867,44.26776885986328,[9],"{""hidden_size"": 100}"
center_gru_default,center_gru,2048,completed,27,0.7949079871177673,9.03487241800758,0.02275951800402254,test,32112,32112,B,default,default,1,,predictions/center_gru_default_seed2048.npz,0.45134636759757996,0.6718231669104452,0.43069735169410706,50.00196838378906,32.05562973022461,44.293128967285156,[9],"{""hidden_size"": 100}"
center_gru_default,center_gru,2049,completed,29,0.8023869395256042,8.867056625997066,0.022574290007469244,test,32112,32112,B,default,default,1,,predictions/center_gru_default_seed2049.npz,0.45227140188217163,0.6725112652455508,0.42901331186294556,50.053184509277344,31.93029022216797,43.84986877441406,[9],"{""hidden_size"": 100}"
center_lstm_default,center_lstm,2047,completed,25,0.7401872873306274,6.398760944997775,0.01723415699962061,test,42412,42412,B,default,default,1,,predictions/center_lstm_default_seed2047.npz,0.5325151681900024,0.7297363689648492,0.47155648469924927,54.31229019165039,35.0966682434082,47.905941009521484,[9],"{""hidden_size"": 100}"
center_lstm_default,center_lstm,2048,completed,15,0.8316313028335571,4.333188035991043,0.017249326992896385,test,42412,42412,B,default,default,1,,predictions/center_lstm_default_seed2048.npz,0.48842212557792664,0.6988720380569869,0.4596143662929535,52.015140533447266,34.20784378051758,47.29442596435547,[9],"{""hidden_size"": 100}"
center_lstm_default,center_lstm,2049,completed,13,0.8156651854515076,4.087995006004348,0.017283357010455802,test,42412,42412,B,default,default,1,,predictions/center_lstm_default_seed2049.npz,0.4943258762359619,0.7030831218539967,0.46343472599983215,52.32856750488281,34.492183685302734,47.45772933959961,[9],"{""hidden_size"": 100}"
