variant,seed,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,zero_neighbor_rmse_ugm3,zero_neighbor_mae_ugm3,shuffle_neighbor_rmse_ugm3,shuffle_neighbor_mae_ugm3,center_copy_neighbor_rmse_ugm3,center_copy_neighbor_mae_ugm3,alpha,spatial_residual_rms_ratio,gate_normalized_entropy,null_neighbor_weight_mean,gate_sample_std_mean,neighbor_out_weight_norm,spatial_forecast_weight_norm,fusion_stage
degraded_patchtst,2024,21,0.10150600969791412,11.169960733001062,0.02284618799603777,valid,21244,0.10150600969791412,0.318600077994206,0.17280206084251404,23.741989135742188,12.877161026000977,20.935197830200195,23.741989135742188,12.877161026000977,23.741989135742188,12.877161026000977,23.741989135742188,12.877161026000977,0.0,0.0,0.9995831251144409,0.053006649017333984,0.0022502876818180084,0.0,0.0,input
st_pairwise_delta_forecast,2024,30,0.09251092374324799,13.181847055006074,0.023392123999656178,valid,21245,0.09251092374324799,0.304156084508017,0.1716754287481308,22.665626525878906,12.793203353881836,21.71844482421875,24.360315322875977,15.11791706085205,23.27271270751953,13.122719764709473,23.492137908935547,13.026844024658203,0.11875845491886139,0.03736982054922356,0.9682953953742981,0.044844042509794235,0.025221019983291626,0.0,0.6762547492980957,forecast
